¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30103
Î(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806432
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39003
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72853
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18086
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71521
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24544
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36967
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01704
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.42414
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.44327
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04985
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0206
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11631
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.60878
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.44784
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29237
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14218
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99711
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.98818
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07547
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16651
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.28592
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40967
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.5379
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19761
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665851
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190407
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824232
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39626
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7352
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20966
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74695
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45012
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44449
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43516
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.38383
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.34812
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11345
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08414
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.05761
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09822
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07713
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31745
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16706
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02178
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.98465
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09632
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21212
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.33217
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45658
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.58549
Á(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206957
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677436
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.204281
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840964
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40278
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74218
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23852
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77875
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65601
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51807
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.49184
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43389
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.39756
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1802
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15082
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19298
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.73422
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.57151
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.41433
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26249
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09701
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.03182
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14413
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26059
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.38132
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.50643
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.63606
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216671
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.688321
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217312
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856615
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4096
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74947
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26744
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81063
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86289
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59043
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.56384
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.50431
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.46659
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.25015
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.22071
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3337
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.83828
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.67396
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.51521
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.36187
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21373
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0818
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19479
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31194
µ(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43339
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.55925
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.68965
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.82472
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225816
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698493
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229495
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.871168
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41671
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75708
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2964
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84256
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.079
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62945
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.6522
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.59681
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.55836
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.32336
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29385
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47451
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.9466
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.78058
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.6202
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.46528
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31562
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17105
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24833
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.36623
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.48844
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61509
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.76987
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234301
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707952
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240816
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.884616
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42411
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76501
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32541
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93779
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13363
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68949
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39687
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.81074
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.77477
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.39988
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3703
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61533
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.05928
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.89149
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.7294
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.57282
µ(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.42157
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.27546
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30479
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.44511
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.6015
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.76339
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.93097
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242115
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716688
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251275
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.896941
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43181
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77325
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35446
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08027
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18648
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74788
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47328
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.89233
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.85626
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4798
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45014
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.5079
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4903
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.10863
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.93962
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.77635
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61863
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.46626
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40313
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.60303
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.76224
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.92706
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.09879
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249255
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724697
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260858
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908141
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4398
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7818
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38355
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29199
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23752
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80459
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.89493
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.8423
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.8076
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.56316
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.53342
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.89675
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.08543
¸(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.13886
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.18634
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.01918
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.8577
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.7017
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.51361
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.76636
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.92852
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.09638
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.27648
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255713
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73197
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.269559
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918197
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44809
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79067
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41266
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50465
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28668
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88569
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.96926
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.91082
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.87486
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.65004
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.62023
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.03719
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.07962
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.05776
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.03878
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.02268
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.10605
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.94624
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.67953
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.93528
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.10052
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.27179
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.46036
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26149
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738508
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277373
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.927112
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45667
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79986
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4418
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68873
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33394
(380.67, 14.65, 268.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94336
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.06093
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.99954
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.962
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.74053
²(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.71063
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.17736
(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.17238
