¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817641
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613895
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873985
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160451
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472995
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815249
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191512
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606108
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052052
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548852
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12678
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78402
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5303
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37401
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44435
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74642
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.972
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64314
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79833
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.61784
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949898
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15494
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375603
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613701
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873763
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160208
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472729
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814947
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191178
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605777
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051685
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.549839
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12789
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78529
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53035
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.374
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45741
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7598
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97236
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64127
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80321
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.63242
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94975
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154781
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375431
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613516
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87353
ê(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159955
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472451
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814628
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190827
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605469
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051344
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550803
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12898
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78651
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53041
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37396
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46993
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76969
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97266
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63938
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80807
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.647
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949611
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154631
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375269
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613341
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873286
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159687
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472162
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814297
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190461
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605183
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051024
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.551747
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13004
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78768
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53047
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37388
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48189
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77142
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9729
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63745
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83316
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.66156
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949479
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15449
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375118
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613176
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87303
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15941
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471859
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813953
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190083
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60492
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050734
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552664
ì(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13108
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78882
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53054
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37375
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49329
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77349
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97309
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63549
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86567
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67612
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949353
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154355
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374972
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61302
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872764
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159119
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47154
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813593
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189686
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604678
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050467
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553556
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13208
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78991
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53061
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37358
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50412
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77591
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97322
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6335
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8969
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69066
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949237
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154229
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374837
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612874
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872486
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158819
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471211
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813221
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189277
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604459
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050223
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.554428
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13307
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79096
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53068
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37338
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51438
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77866
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9733
í(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63147
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92684
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70519
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949129
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154112
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374712
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612738
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872199
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158505
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470869
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812835
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188851
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604241
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.050006
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.555274
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13402
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79197
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53076
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37313
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52408
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78176
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97332
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62942
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.95548
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.71971
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949027
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154005
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374593
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61261
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871902
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158179
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470513
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812435
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18841
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603753
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049816
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.556095
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13494
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79293
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53085
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37284
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53319
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7852
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97329
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62733
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.98279
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.7342
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948934
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153903
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374485
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612494
í(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871592
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157843
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470145
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812023
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187955
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603249
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049646
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.556894
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13585
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79385
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53094
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37251
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54172
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78898
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9732
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62521
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00877
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.74366
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948847
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153811
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374386
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612387
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871272
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157495
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469765
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811595
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187484
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602729
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049506
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557664
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13672
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79473
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53103
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37214
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54966
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7931
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97305
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62307
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03339
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43477
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.94877
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153727
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374297
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612289
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870941
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157135
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469371
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811156
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187001
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602193
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04939
ë(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558414
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13756
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79556
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53112
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37173
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55702
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79756
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97285
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62106
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05665
(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.9064
