¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63381
Õ(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14217
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84352
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14457
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11828
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09534
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.07574
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05946
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0465
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243622
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.417517
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60561
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808132
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026771
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262537
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516717
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793461
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102791
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455652
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846635
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279004
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757728
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.339234
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00506
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65793
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31956
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93105
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53873
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43883
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82723
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11687
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46764
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36629
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27181
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.85315
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.82741
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80498
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.78585
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.76999
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.75741
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236842
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.410852
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598446
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80041
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018425
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252775
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50611
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781894
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09236
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444126
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.833833
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261555
ì(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742295
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321644
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98483
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61901
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40783
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13242
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60191
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66074
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00247
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99781
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64057
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59866
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86862
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.57248
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.54727
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.52533
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.50664
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.49119
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.47896
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230122
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404235
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591332
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792744
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010139
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243093
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495592
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770428
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081969
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432643
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821081
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244233
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72686
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304056
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962338
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58068
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24099
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19246
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66681
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88964
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18393
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13513
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87622
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83965
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.33004
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.30209
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.27739
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.2559
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.23764
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.22257
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.21068
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223882
±(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.397666
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584269
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785133
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001489
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233492
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485162
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75906
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071619
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421207
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808383
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227038
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711432
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286478
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935777
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54291
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1983
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25414
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7335
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07322
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68965
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27661
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12054
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29247
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.06892
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.04149
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.01727
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.99623
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.97836
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.96366
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.9521
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.2178
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391141
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577259
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777578
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992695
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223972
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474822
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74779
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061309
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40982
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795741
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209973
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696009
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268909
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909389
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50572
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15626
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86397
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80199
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27274
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82418
Ú(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42234
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37381
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94289
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.81719
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79027
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.76651
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.74589
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.72841
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.71405
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.70279
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21176
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384667
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5703
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770081
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983978
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214534
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464571
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736621
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051041
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39848
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781121
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193039
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68059
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251354
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883182
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4691
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11489
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82063
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89187
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37231
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96272
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57249
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6366
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.60406
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.57446
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.54801
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52469
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50448
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48736
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47333
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46237
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205767
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378242
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563395
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762644
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975336
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20518
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454415
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726433
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04082
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387192
á(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766006
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176239
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665186
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.233817
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.857156
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43304
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07418
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77817
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09343
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41862
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10533
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80518
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.811
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.36943
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.34033
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.31433
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.29144
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.27161
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.25484
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.24113
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.23044
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199819
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371866
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556545
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754804
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96677
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195909
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444349
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717175
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030642
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375956
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751008
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15957
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649793
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216298
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831311
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39755
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03411
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73657
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45634
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46539
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25221
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05206
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02665
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.14307
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.11444
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.08889
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.0664
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.04694
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.03051
(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.01709
®(331.28, 7.72, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.00667
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.193918
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365541
