¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (420.33, 14.09, 323.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57333
‡ (420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85914
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.861
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.86642
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88176
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89433
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.91048
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.93022
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.132764
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.153379
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.174744
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.196881
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.219813
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.243564
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.26816
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.293626
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.335123
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.385225
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.437376
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.49169
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.548284
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.616912
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.729718
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.850379
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.001018
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.270977
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.426921
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.59183
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86933
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42962
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12316
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.63596
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.63762
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.64281
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65781
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67007
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.68589
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70527
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.105265
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.125398
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.146266
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.167891
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.190294
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.2135
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.237533
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.262418
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.308008
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.357208
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.40841
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.461723
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.517263
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.592688
ƒ (420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.703907
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.822819
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.005583
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.197347
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.34948
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.520264
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72854
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25541
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97434
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42036
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42183
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42679
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44148
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45346
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.46895
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48797
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.07857
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.09824
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.118631
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.139764
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.161661
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.184343
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.207837
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.235175
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.281647
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.329977
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.380265
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.432615
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.487141
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.569056
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.678737
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.795957
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.010011
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.126065
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.274554
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.455113
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59217
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08674
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82996
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53244
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21336
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21811
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.23251
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2442
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.25938
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27806
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30025
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.052655
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.071879
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.091813
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.112474
‡ (420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.133885
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.156066
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.179041
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.210342
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.256017
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.303511
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.352918
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.404341
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.45789
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.546002
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.654194
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.769775
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.014298
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.057041
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.202043
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.391706
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92337
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68993
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37776
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01197
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01651
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03062
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04205
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05694
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07529
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48562
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.027495
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.046293
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.065786
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.085995
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.106938
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.128638
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.151116
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.186193
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.231099
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.277785
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.326344
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.376874
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.429483
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.523514
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.630263
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.744258
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.018446
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.990184
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.13185
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.329995
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33187
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76511
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52215
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22785
ƒ (420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97447
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.82176
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83559
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84676
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86137
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87941
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90089
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.003068
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.021456
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.040527
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.0603
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.080795
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.102032
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.124034
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.162708
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.206872
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.25278
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.300521
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.350192
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.4027
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.501578
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.606929
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.719389
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.02245
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.925417
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.06389
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.269919
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22866
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61171
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34997
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08253
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81344
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63361
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.64717
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65811
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67245
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69019
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71135
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.979351
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.997345
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.01601
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.035365
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.055429
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.076222
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.098046
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.139869
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.183318
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.228476
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.275429
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.324271
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.382541
ÿ(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.480183
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.58418
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.695153
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.02631
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.862658
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.998071
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.211433
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13989
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46408
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18331
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94162
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65751
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45185
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.46517
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47587
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48995
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5074
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60133
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.956325
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.973939
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.992214
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.011168
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.030818
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.051185
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.076494
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.117659
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.160419
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.204853
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.251046
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.29909
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.362874
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.459317
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.562002
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.671535
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 4.030026
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.801834
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.934314
(420.39, 14.10, 323.20) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 6.154486
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09236
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35107
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02193
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80499
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50645
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27627
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28935
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29983
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31366
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33084
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35139
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.933968
(420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.951218
Š (420.39, 14.10, 323.20) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.969118
