¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.19527
ı(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512493
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848423
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216996
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623245
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073241
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574261
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.02902
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.013165
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.011506
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.017871
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.025297
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.033789
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.043355
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.054001
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.065735
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.598791
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.592914
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.588029
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.584134
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.581225
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.5793
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.578358
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.578399
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.57942
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.581425
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.584414
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.58839
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.593355
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250597
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935986
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210112
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507945
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842252
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210215
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615802
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064913
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564969
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.082849
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.066908
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.064414
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.071013
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.078683
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.087429
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.097255
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.108173
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.120188
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.649615
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.643724
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.638834
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.634941
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.632041
ò(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.630133
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.629215
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.629286
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.630348
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.6324
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.635444
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.639482
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.644517
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2475
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932412
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206206
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503713
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835936
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203316
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608116
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056448
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551475
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.13857
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.12254
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.119133
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.125978
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.133903
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.142911
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.153013
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.164214
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.203579
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.70223
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.696326
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.69143
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.687538
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.684649
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.682758
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.681866
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.681971
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.683073
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.685175
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.688276
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.692379
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.697488
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676256
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92873
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202248
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49938
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829511
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196243
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600317
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047775
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537763
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.196243
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.180121
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.175721
„ (437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.182824
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.191015
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.2003
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.210687
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.246177
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.882961
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.756694
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.750776
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.745875
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.741986
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.739107
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.737236
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.736371
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.736511
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.737657
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.73981
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.74297
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.747142
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.752327
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672766
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925018
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198195
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49497
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82295
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189023
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592387
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037655
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523924
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.255936
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.239719
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.234238
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.24161
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.25008
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.259654
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.290792
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.432313
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.948691
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.81307
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.807138
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.802232
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.798347
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.795479
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.793628
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.792791
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.792969
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.79416
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.796367
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.79959
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.803832
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.809097
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669268
ñ(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921196
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194058
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490468
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816299
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181701
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584257
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025088
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509937
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.317713
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.3014
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.294747
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.3024
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.311163
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.337416
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.424769
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97059
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15656
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.87142
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.865476
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.860564
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.856684
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.853829
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.851999
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.851193
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.851409
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.852648
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.854911
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.858199
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.862516
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.867864
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665687
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917324
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189832
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485868
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809488
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174209
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575974
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012444
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495864
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.38165
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.365237
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.357316
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.365266
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.386047
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.473749
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61091
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01328
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94642
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.931816
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.925859
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.920944
ï(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.917068
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.914227
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.91242
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.911646
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.911903
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.913192
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.915514
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.91887
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.923265
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.928698
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663538
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913377
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185546
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481199
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803458
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166578
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565537
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999651
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481602
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.44782
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.431305
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.422015
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.436676
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12989
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22153
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57335
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07907
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95238
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.994329
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.988359
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.983441
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.97957
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.976745
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.974962
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.974221
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.974522
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.975863
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.978247
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.981675
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.98615
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.991674
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662894
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911659
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181167
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476439
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798242
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158835
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553911
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98675
(437.90, 13.96, 295.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467237
(437.90, 13.96, 295.63) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.516305
