¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(365.22, 9.90, 323.00) (326.42, 1.99, 304.25) (6.00, 2.95, 8.43) Truck 22.9857
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00549
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58831
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10689
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72179
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39272
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96366
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64045
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38502
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21451
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10979
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00368
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65032
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77917
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05689
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19061
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4001
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53955
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104601
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447879
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80068
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205209
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587833
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06377
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6299
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15281
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77589
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42013
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9933
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69078
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4363
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27882
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13838
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0356
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6764
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8086
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0903
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1966
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52217
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64527
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132473
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468415
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838094
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245752
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.640884
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12246
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67169
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20602
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83025
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44652
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04195
™(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73727
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48813
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35068
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16759
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06783
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70333
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83897
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12476
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24116
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62132
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72501
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160265
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499842
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875572
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.270559
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694257
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20313
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71368
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26187
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88487
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47323
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09103
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78421
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54218
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38629
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19745
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09221
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73108
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87024
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1603
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3966
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72341
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75154
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187975
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534113
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913105
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301517
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747942
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26976
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75586
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31672
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93974
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50027
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14053
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83163
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59687
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41374
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22793
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11732
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75965
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90248
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19693
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55551
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81213
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78064
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21559
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568413
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950686
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.350471
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801932
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30824
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79822
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36606
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99485
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54025
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19044
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87951
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65472
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44174
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25869
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14314
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78911
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93568
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23466
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71803
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84135
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81229
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394022
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615617
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988305
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39967
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856217
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34687
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84077
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41558
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02159
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58561
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23398
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92921
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71938
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47032
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2861
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16968
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15716
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9698
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27345
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76282
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86491
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84665
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740548
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982574
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125916
•(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4491
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910792
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38564
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88529
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46528
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04719
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63131
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27792
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97961
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75697
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49947
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31057
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19694
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18718
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00493
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31336
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80856
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87225
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87232
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753573
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154344
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513934
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594793
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968219
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42455
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93553
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51515
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07697
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67737
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32226
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03048
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78384
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52879
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33569
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22486
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21802
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04096
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35435
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8556
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88194
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766345
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183166
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65463
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.99579
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06959
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4636
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98048
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56516
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11895
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72378
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36793
§(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08182
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81122
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55839
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36146
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2531
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24967
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07801
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39649
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90395
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89391
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782676
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211677
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678687
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09623
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35417
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50277
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02554
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61533
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16122
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76886
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41448
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14085
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83912
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58306
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38787
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28207
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28215
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11602
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43972
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95356
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96394
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808161
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239857
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702012
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1217
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58099
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74445
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07071
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65304
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2038
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46144
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18478
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86715
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60747
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41468
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31177
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31546
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15502
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48408
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00447
¼(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08998
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833358
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267745
(365.22, 9.90, 323.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725266
