¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27458
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18814
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44475
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.47839
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374861
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61967
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8851
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173822
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488984
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834335
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218295
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655009
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14218
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.689003
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30322
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97405
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7402
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62337
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65244
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87358
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34218
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21381
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4795
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5255
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378043
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623116
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888844
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177903
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493448
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839239
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223414
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660706
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148558
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.69616
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31176
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98377
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75135
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6363
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66759
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89142
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36255
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23862
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51339
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57003
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381143
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626475
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892492
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181879
ç(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4978
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844018
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22835
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666198
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154705
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.703062
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32009
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99325
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76223
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6489
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68237
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90878
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38239
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26257
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.54643
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.61349
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384163
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629745
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896044
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185752
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502037
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848674
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233096
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671483
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160623
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709707
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32821
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00248
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77283
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66119
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69679
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92565
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4017
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28563
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57858
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65584
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3871
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632925
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8995
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18952
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506159
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853201
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237659
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676559
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166306
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.716092
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33611
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01147
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78314
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67316
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71082
ç(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94203
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42047
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3078
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60985
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69706
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389952
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636014
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902858
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193181
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510165
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857603
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24203
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681427
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171754
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722212
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34379
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02021
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79318
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6848
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72448
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9579
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4387
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32907
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64021
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.73715
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392721
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639015
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906118
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196734
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514054
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861876
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246211
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686081
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.17697
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.728067
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35089
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0287
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80293
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6961
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73774
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97328
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45637
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34942
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66966
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77607
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395405
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641922
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909277
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20018
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517825
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86602
è(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250202
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690525
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181946
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733658
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35724
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03694
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81238
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70707
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75061
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98814
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47349
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36886
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.69817
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398005
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64474
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912338
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203516
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521478
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870033
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694755
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18668
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738981
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36329
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04492
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82155
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7177
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76309
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0025
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49004
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38737
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72575
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400519
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647462
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915297
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206744
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52501
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873914
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25804
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698769
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191177
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744034
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36902
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05264
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83041
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72799
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77517
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01632
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50603
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40494
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.75237
î(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402946
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650092
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918157
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20986
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52842
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877662
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262178
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702567
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195431
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748816
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37446
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0601
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83899
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73794
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78685
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02963
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52144
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42157
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25167
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405288
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652629
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920912
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212866
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531712
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88128
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26617
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706147
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199444
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753325
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37958
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0673
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84726
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74753
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79812
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04241
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53628
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43724
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27887
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407541
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65507
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923565
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215761
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534878
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884761
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270014
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.70951
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203209
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75756
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38439
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07423
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85522
Õ(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75678
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80898
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05465
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55052
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45196
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30461
(337.86, 7.02, 315.67) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.68307
(337.86, 7.02, 315.67) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.0891
(337.86, 7.02, 315.67) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.10135
(337.86, 7.02, 315.67) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.1172
