¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(337.06, 7.09, 320.00) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.234955
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.31127
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.2906
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.27154
»(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.25408
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.23821
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.22391
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.21117
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.19998
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.19034
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.18223
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.17566
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.1706
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.11982
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.31267
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60811
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833048
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064229
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310126
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564654
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838772
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134751
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459931
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823455
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140712
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458088
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799756
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16499
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40943
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.38375
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.35975
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.33739
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.31666
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.29755
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.28004
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.26412
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.24978
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.237
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.22578
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.21611
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.20798
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.20138
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.19631
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.1454
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616615
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842152
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075419
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320578
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575875
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850876
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149585
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480436
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848715
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174356
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494219
Æ(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838686
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20048
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.43745
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4117
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.38762
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.36519
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.3444
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.32524
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.30768
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.29171
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.27732
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.26451
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.25325
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.24355
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.23539
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.22877
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.22368
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.17262
(337.06, 7.09, 320.00) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.79731
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625169
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851312
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086706
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331154
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587286
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863171
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168676
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501158
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874191
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208697
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531079
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878371
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2368
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.46719
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.44136
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4172
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.39471
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.37385
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.35463
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.33701
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.32099
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.30656
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.2937
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.28241
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.27267
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.26449
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.25784
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.25273
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.20152
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633699
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86052
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098108
¾(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341886
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598799
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880116
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18793
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522092
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899867
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243708
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568688
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918949
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27403
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.49867
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47276
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.44852
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42596
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40504
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.38574
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.36807
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.352
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.33752
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.32461
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.31328
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.30351
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.29529
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.28862
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.28349
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.23212
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642313
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869768
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109591
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352737
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612301
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898079
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207408
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543262
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92574
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279417
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607084
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960278
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31211
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53193
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.50593
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48161
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.45896
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.43797
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41861
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40087
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.38475
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.37021
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.35726
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.34589
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.33608
¸(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.32783
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.32113
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.31598
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.26444
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650958
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87902
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12121
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363779
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629105
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916226
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227037
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565412
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951888
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315827
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646221
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997179
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35105
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.56699
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54089
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.51648
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.49375
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47268
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.45326
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.43545
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41926
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40467
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.39167
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.38026
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.37041
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.36212
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.3554
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.35022
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.29851
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659616
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888357
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132932
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378863
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646041
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934524
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246934
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58946
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978228
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352927
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686139
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03424
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39091
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60387
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57767
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.55317
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53036
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.50921
º(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4897
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47183
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.45558
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.44093
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42788
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.41642
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40653
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.39821
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.39145
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.38625
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.33435
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668327
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897715
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14537
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394732
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663144
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953021
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266986
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613664
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004771
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390747
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726833
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07217
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4317
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64261
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.61631
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59171
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.56881
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54757
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52799
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.51004
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.49372
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47902
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.46591
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4544
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.44446
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4361
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42932
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42409
(337.06, 7.09, 320.00) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.37199
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677055
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907115
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157725
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410755
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680419
