¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
» (407.95, 7.41, 367.43) (384.68, 2.04, 354.46) (8.16, 2.90, 6.63) Truck 6.981957
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.17442
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58602
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12853
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.2434
É (407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.621615
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.801758
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.994752
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.201985
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.425053
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.665797
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.926359
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.20924
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.47329
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.749364
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.101501
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.509462
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.976192
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.503459
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11173
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.81364
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.62862
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.57523
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.63808
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.81949
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.22765
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59505
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12624
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.24037
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.623728
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.80402
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.997175
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.20459
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.427859
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.668829
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929645
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198096
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.452692
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731581
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.101075
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.510004
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.978973
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.507854
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11671
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8192
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.63463
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.58407
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.6733
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.86447
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32213
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60432
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12442
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23797
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.6259
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.806342
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.999666
Ä (407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.207266
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430742
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.671944
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.933021
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.179296
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.432473
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731297
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.10076
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.512581
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.981851
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.51232
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12178
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82483
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.64071
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.59302
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.6925
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.91008
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41748
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61383
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12309
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23622
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.62813
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.808726
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.002224
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.210016
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.433704
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.675145
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.926595
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.16084
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.412635
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731109
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.100556
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.515244
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.984822
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.516862
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12693
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83053
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.64687
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60209
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.71193
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.95633
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46987
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62356
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12224
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23511
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.630417
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.811174
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.004848
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.212836
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.436743
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.678429
Á (407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.909703
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.142728
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.394869
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731023
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.100458
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.517991
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.987889
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.52148
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13217
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8363
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.6531
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.60985
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.72844
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.00321
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51444
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63255
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12188
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23463
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632763
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.813685
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.007538
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.215728
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.439861
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.67687
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.893126
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.12496
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.394883
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731038
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.100474
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.520824
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.991052
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.526173
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1375
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84214
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.65943
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.61725
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.73947
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.04469
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55958
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62175
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.122
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23479
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.635166
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.816256
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.010297
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.218692
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.443054
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.661669
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.876868
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.107531
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.394985
Å (407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.73115
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.101112
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.523741
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.994308
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.530939
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14291
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84806
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.66628
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62473
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.75062
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.06883
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60527
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61222
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12261
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23559
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637629
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.81889
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.013122
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.221728
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.446326
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.646753
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.860922
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.090439
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395179
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731363
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.103816
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.526742
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.997657
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.535779
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1484
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.85404
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.67321
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.96238
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.14697
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.21199
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65153
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60397
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1237
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23703
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.640146
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.821584
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.016011
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.224833
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.432785
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.632131
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.845285
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.088292
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395464
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731674
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.106595
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.529826
‚ (407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.001101
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.540693
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15398
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81815
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66768
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.651
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80222
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16817
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29529
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65094
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12527
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.2391
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.642721
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.82434
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.018966
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.228011
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.419345
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.617796
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.829962
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.088634
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395838
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.732087
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.109449
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.532995
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.00464
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.54568
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07747
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81874
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66836
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65182
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80319
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16927
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87779
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11628
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12734
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.24181
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.645354
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.827157
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.021986
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.22098
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.406174
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.603746
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.81494
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.08906
(407.95, 7.41, 367.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.396305
