¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.564726
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.223072
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.216138
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.210588
¸(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.206419
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.203629
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.141685
(332.58, 7.48, 362.03) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.202166
(332.58, 7.48, 362.03) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.203498
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29968
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514192
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744886
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993584
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262496
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547149
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844649
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167785
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537542
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947709
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400728
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.40882
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.384578
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.361852
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.340627
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.320886
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.302616
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.285798
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.270423
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.256479
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.243953
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.232838
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.223125
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.214806
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.207875
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.202327
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.198157
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.128933
(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 9.127525
(332.58, 7.48, 362.03) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.127481
(332.58, 7.48, 362.03) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.128798
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300879
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515488
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746297
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995105
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264128
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542521
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839589
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162281
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526663
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935716
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387467
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888851
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44273
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9752
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4981
£(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07519
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72927
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78555
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88846
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82253
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83538
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98774
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302114
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516829
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747725
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996622
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263993
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53797
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834632
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156926
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515831
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923776
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374258
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874182
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41902
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97482
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49768
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07471
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71473
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.24686
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.22327
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.20188
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.18266
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.16561
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.15071
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.13795
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.12732
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.11881
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.11241
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.10813
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.10595
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.00595
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303344
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518177
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749134
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998217
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259851
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533491
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829815
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151661
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505108
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911988
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361183
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859644
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39561
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97487
¸(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49773
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0748
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71481
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.92279
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.89973
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.87883
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.86005
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.84338
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.82882
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.81635
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.80596
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.79764
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.79139
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.7872
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.78507
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.68734
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304632
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519514
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750625
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999789
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255823
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529148
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825072
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146498
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496769
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900224
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348206
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845167
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3724
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95633
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49828
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07543
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7155
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.61512
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.59258
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.57213
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.55376
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.53747
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.52322
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.51102
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.50086
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.49272
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.48661
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.48251
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.48043
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.38486
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305917
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520877
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7521
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998948
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251844
¯(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524859
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820452
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141441
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491296
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888575
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335289
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828352
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34948
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9307
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49934
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07658
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79436
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.3227
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.30064
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.28063
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.26266
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.2467
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.23276
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.22083
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.21088
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.20292
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.19694
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.19292
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.19089
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.09736
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30722
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522294
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753577
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99536
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247961
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520682
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815886
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136528
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485895
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876984
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322496
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807968
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32682
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90537
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5009
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0783
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99093
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.04448
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.02288
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.00329
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.98569
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.97007
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.95642
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.94473
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.93499
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.92719
¬(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.92133
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.9174
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.91541
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.82383
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308523
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523701
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755102
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991868
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244165
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516575
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811455
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131697
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480648
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865529
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309824
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787792
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3044
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88035
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50297
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08057
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.80263
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.77948
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.75832
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.73912
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.72188
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.70657
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.6932
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.68175
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.6722
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.66456
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.65882
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.65497
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.65301
(332.58, 7.48, 362.03) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.56327
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309525
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525119
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754261
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988405
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240459
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512558
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807117
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126987
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475471
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856606
(332.58, 7.48, 362.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297223
