¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4526
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72346
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22567
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00198
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99636
„(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97532
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64622
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54855
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647333
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824478
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014048
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217302
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43576
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671223
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925617
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201261
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50096
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827865
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185872
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579535
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014392
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497166
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03618
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64172
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32684
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10817
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73032
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23308
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20649
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0425
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87659
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64576
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57804
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.649007
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826253
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01596
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219328
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437969
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673593
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928158
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204014
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50397
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831173
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189502
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583535
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018815
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502078
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04167
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64794
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33389
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11624
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73829
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24168
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51728
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09002
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7803
€(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64631
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60893
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65072
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828121
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017937
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22148
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440278
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676041
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930845
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206955
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507125
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83462
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193291
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587711
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023422
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507237
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04744
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65442
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34125
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12467
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74739
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3769
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01542
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1388
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68638
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66685
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64122
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652529
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830056
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019981
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223699
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442658
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678652
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933621
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20997
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510426
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83826
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197238
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592057
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02825
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512594
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05344
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66117
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3489
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13346
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7576
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56436
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05875
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18893
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59481
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68544
‹(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47678
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654429
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832057
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022145
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226015
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445168
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681318
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936513
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213112
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513843
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841978
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201344
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596581
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033258
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518153
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05968
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66821
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35691
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14259
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76896
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75741
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10322
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2404
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50549
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25396
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4947
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47366
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4557
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44083
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42903
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43287
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46044
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65637
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834149
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024375
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228398
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447721
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684116
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939555
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216389
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517408
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845838
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205609
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601278
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038445
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523952
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06615
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67551
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3652
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1521
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80848
‹(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95641
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14887
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27605
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45007
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11298
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04599
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46318
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45135
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44259
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43688
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658409
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836336
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0267
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23088
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450406
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686997
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942654
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219767
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521096
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849895
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210032
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606152
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043854
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529961
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07287
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68309
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37381
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16196
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98078
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12583
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16351
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24713
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39944
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98183
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83861
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660515
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838562
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029121
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233488
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453188
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689991
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945904
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223275
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524932
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854068
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214613
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611199
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049442
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536179
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07984
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69095
‚(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38273
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17218
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08137
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13965
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17093
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2158
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35038
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85468
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63637
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662687
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840879
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031579
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236135
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456049
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693086
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949244
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22692
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528885
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858379
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219352
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616423
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055209
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54261
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08706
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69907
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39194
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18275
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09362
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1519
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17929
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18596
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30294
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73142
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8597
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664923
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843268
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034161
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238876
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459009
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696269
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952677
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230667
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532934
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862831
