¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20422
ç(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383932
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670079
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993533
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348136
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693295
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029712
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446441
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.118158
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.09226
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.067861
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.044935
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.02347
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.542977
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.2576
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.08969
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.07067
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81864
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.79705
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77772
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76065
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.74581
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7332
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72281
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71462
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.70864
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.70486
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2372
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435664
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648179
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876253
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121675
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386379
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673441
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998414
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353439
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70582
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043272
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474162
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.190662
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.164529
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.139903
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.116767
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.095103
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.543075
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.25771
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.08983
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.07083
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.88885
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86713
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84768
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8305
à(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81556
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80286
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.79239
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78414
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77811
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77428
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238966
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437566
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650247
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878485
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124028
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388966
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677965
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003345
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358856
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718702
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057194
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502237
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.265733
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.239354
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.214498
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.191143
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.16927
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.54344
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.25813
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.09032
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.07141
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96197
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94011
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92055
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90325
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.88821
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.87542
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86487
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85655
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85046
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84658
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240866
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439546
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652369
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880761
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126542
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391637
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682557
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008357
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364315
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731932
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082741
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53062
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.343457
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.316824
î(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.291726
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.268143
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.246056
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.544067
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.25886
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.09117
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.07242
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.03808
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01609
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99638
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97897
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96382
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95094
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94031
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93191
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92576
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92183
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242809
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441647
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654584
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883144
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129105
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394407
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687225
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013423
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369891
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745505
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108746
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559342
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.423922
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.397025
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.371678
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.347857
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.325545
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.544961
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.25989
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.09238
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.07386
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.11725
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0951
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07526
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05772
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.04247
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02948
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01876
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.01029
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00407
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0001
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244786
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443775
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65688
æ(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885616
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13173
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397256
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691966
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018599
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375541
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759466
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135043
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574871
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.507228
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.480058
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.45445
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.430384
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.407842
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.546115
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.26123
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.09395
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.07572
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.19954
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.17724
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.15726
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13959
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12422
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.11113
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10032
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09177
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08548
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.08145
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246861
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446004
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659247
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888193
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134511
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400246
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696759
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023849
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381291
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773388
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161641
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583065
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04505
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.56602
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.540144
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.515824
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.493039
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.547536
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.26287
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.09587
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.078
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.28503
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.26257
Û(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.24244
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.22464
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.20915
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.19595
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18504
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.17641
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.17006
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.16597
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249022
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448261
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661725
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890811
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137344
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403316
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70166
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029178
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387106
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779828
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170759
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591527
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05436
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.655021
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.628866
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.604279
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.581245
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 9.559745
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 10.26482
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.09816
(442.08, 14.44, 259.25) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.08071
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.37381
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.35118
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3309
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31295
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.29733
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.28403
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.27302
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.2643
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.25787
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.25372
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251231
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450635
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664236
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89355
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140258
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406467
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706552
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034557
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392988
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786263
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178698
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600256
ë(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06399
