¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.207133
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040602
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414379
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825964
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296298
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848513
…(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46568
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15473
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08358
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26973
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07384
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684155
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023123
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395128
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804704
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274383
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823797
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43071
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11484
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03936
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16372
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84227
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24175
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670901
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005426
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375686
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783226
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252042
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795991
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39536
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07574
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99425
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07869
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61502
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70923
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657477
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989821
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35599
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761499
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229286
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764359
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35962
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03663
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94823
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.002
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.392
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25741
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643862
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974911
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337285
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739548
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206123
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732455
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32355
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99668
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90134
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92501
†(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17321
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81994
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630043
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959817
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320691
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71738
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177896
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700214
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28718
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95607
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8536
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84774
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07494
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39649
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616032
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944525
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303917
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698712
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148903
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667696
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25049
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91469
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80504
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77025
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97972
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98668
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601833
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92902
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286907
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67999
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124828
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634877
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21347
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87267
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73929
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69258
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88421
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56375
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587487
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913332
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269703
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661064
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104316
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603721
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17621
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82994
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67289
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61473
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78843
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00777
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572989
‡(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897457
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252313
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641871
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083531
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580517
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13866
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78662
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60629
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53675
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69246
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69542
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558306
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88143
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234705
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622524
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062456
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556962
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11016
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74264
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53957
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4587
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59229
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51494
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543466
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865239
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216964
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602977
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04108
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533131
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08338
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70034
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47275
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38059
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43777
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33836
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528446
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848829
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199006
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583211
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019422
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508953
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05626
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66319
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40756
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30245
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28639
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16567
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513273
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832315
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180868
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563266
‚(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997491
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484512
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02883
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62567
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36448
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22432
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13805
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99673
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49797
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815589
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162562
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543129
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975323
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459787
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00111
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5884
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32099
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1653
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99268
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83145
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482534
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798747
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144112
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522839
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952888
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434788
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968236
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55108
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27713
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11452
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90678
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66972
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466947
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781751
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125506
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502383
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930239
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409513
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934876
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5136
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2329
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06331
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86329
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58323
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42214
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45122
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76458
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10672
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481757
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907346
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384006
ÿ(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901356
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47594
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18828
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01766
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82006
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53492
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435391
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74732
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087826
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460958
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884228
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357733
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867717
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43817
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14338
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97318
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77716
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48697
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419417
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729889
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068778
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440022
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860852
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327449
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833957
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40027
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09814
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92808
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73455
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43934
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403336
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712363
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049577
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418929
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8373
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297054
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800068
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3622
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0526
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88246
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6922
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3921
(376.30, 8.03, 343.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387106
