¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(327.32, 7.53, 367.06) (337.11, 1.08, 388.28) (0.81, 2.16, 0.81) Human 6.851679
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.82959
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.81975
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.81243
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.80763
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.80533
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087533
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286418
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499732
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729046
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976251
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243411
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533021
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84796
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191706
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568232
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982448
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440248
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948799
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51689
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15556
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87873
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67085
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54861
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55733
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67028
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8499
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.02099
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.99824
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.97808
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.96049
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.94547
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.933
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.92307
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.91568
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.91082
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.90849
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088474
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287408
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500812
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73023
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977506
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244765
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534491
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849591
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193449
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570171
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984592
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442593
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95139
¿(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5198
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15884
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88247
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66754
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52956
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53731
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65119
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85898
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.12895
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.10603
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.08571
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.06798
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.05284
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.04026
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.03024
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.02277
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.01785
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.01546
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089454
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288479
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501928
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731448
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978792
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246203
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536025
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851265
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195275
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57216
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986807
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445047
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954117
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52286
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1623
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8816
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67198
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51101
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51585
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63273
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85699
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.24089
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.21778
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.19729
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.17942
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.16415
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.15145
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.14134
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.13379
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.1288
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.12638
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0905
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289568
¦(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50312
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732738
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980186
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247674
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537633
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853012
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197198
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574275
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989105
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447628
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957005
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52609
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16594
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87941
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67682
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51554
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49487
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60286
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81571
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.35691
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.33361
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.31296
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.29493
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.27952
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26671
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.25649
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.24886
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.24381
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.24133
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091569
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290702
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504363
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734047
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981612
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249231
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53932
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854856
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199205
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576479
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991554
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45035
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960002
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52945
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16974
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87745
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68198
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52149
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4823
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56822
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7754
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.47713
Â(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.45364
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.43281
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.41463
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.39907
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.38614
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.37582
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.3681
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.36298
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.36045
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092692
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291917
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505642
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735444
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983123
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250858
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541121
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856772
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201323
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578772
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994112
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453147
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963139
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53296
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16891
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87569
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67997
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52789
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48965
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53443
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73615
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.60169
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.57799
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.55698
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.53863
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.52293
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.50987
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49944
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49163
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48643
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48386
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093858
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293189
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506996
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736895
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984706
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252558
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542932
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858787
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203513
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581188
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996748
¼(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456095
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966399
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53664
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16759
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8742
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67825
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53479
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49256
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45383
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69791
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.7307
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.7068
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.68559
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.66707
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.65122
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.63803
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.62748
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.61958
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.61431
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.61167
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095084
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294518
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50839
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738396
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986316
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254331
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544875
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860858
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205799
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583698
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999516
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459119
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969812
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54047
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16647
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87291
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67677
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54209
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44545
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35777
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64021
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.84019
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.81878
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.80008
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.78407
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.77074
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.76008
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.75208
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.74673
(327.32, 7.53, 367.06) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.74404
