¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53893
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047794
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487875
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969238
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49437
æ(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05378
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2201
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53375
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.72371
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.66795
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.61543
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.56609
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.51991
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.47685
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.32877
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.29015
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.28596
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987544
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258824
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553219
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87371
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223891
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608007
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018712
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454422
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924168
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42119
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97243
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20076
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47781
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.46762
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.41273
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.36102
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.31247
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.26702
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.22466
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.69538
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.02771
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.99285
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965814
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23525
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527563
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845755
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193252
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574374
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989744
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414414
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858891
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34907
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89221
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18061
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43236
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.27085
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.16688
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.11596
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.06815
ê(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.02341
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.27461
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.80247
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.77488
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.7406
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.11769
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.09949
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.15231
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.42285
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944107
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211717
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502014
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817832
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162735
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540783
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956972
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355865
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794526
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27792
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81317
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15951
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38682
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.60365
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.26349
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.14266
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.15569
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.22077
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.45846
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.38294
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.34651
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.3131
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.28267
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.25521
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.23069
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.2091
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.19042
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922418
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188253
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476488
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790035
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132314
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507399
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919732
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298055
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731001
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20775
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73533
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13036
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34112
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69304
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.52166
ì(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.39812
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.37484
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.41418
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.37187
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.14977
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.11389
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.081
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.05106
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.02404
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.99994
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.97872
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.96038
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900718
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164819
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451073
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762312
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101992
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474051
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878698
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249453
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668284
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13859
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65865
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09017
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29524
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63167
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.37608
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.32762
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.28213
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.23958
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.14432
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.92494
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.8896
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.85721
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.82773
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.80114
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.77743
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.46034
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.44261
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879211
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141459
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425686
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734677
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071764
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440882
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838171
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205297
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606405
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07041
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58309
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04988
ê(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24935
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57113
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.165
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.1172
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.07235
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.0304
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.74586
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.70811
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.684
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.66359
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.64601
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.63123
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.61926
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.61008
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.60276
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.82709
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857676
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118174
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400385
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707119
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041632
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407813
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798078
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161646
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558097
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00315
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50863
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00948
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2033
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51088
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.96138
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.91422
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.86997
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.82859
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.75406
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.71024
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.68699
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.66657
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.64899
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.63421
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.62107
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.628
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.69664
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836169
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094929
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375166
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679648
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011621
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374938
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758418
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118572
ó(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51103
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940361
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43533
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95951
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.99568
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.94289
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.76492
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.71837
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.6747
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.7371
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.72279
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.71602
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.69277
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.67235
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.68498
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.74578
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.8098
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.87708
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.94768
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814745
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071772
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350038
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652326
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981749
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342113
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719271
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075964
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464596
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889458
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36302
(378.97, 14.86, 304.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90869
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.80342
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.7513
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.57532
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.52936
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.48625
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.57181
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.53401
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.78098
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.78376
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.87833
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.93781
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.0005
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.06646
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.13576
(378.97, 14.86, 304.46) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.20843
