¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(425.28, 9.62, 363.05) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.97254
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36219
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685159
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909447
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150413
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409938
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701122
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027353
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325237
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649448
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022061
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391433
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810122
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23339
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70705
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21801
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70016
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25198
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09816
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84874
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69077
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73491
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97475
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26292
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679536
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903418
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143927
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402946
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693971
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024276
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321914
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644936
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.021088
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.390375
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80842
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23605
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70865
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22467
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70928
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25659
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11603
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87004
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7098
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75112
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98078
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16343
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673956
é(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89743
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137489
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396005
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68678
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019334
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318753
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640481
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020336
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38956
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806906
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23907
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71051
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23179
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71909
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2618
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13458
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89212
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7295
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76822
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98761
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05622
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668418
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891488
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131099
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389118
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679553
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011439
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315758
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637157
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019806
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388983
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805573
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24247
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71262
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23937
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7296
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26761
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15382
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91498
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74989
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7862
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99524
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.96383
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662922
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885593
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124761
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382283
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672291
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003506
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312922
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63409
ê(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019497
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388648
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804427
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24623
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71497
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2474
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74081
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27402
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17376
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93863
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77096
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80469
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00369
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9044
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65747
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879745
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118473
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375507
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664993
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995535
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310252
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631199
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016976
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388553
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803465
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25037
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71758
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2559
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75272
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28103
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1944
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96306
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79538
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81854
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01293
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65206
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873943
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112237
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368784
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65766
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987527
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307744
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628485
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012362
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388699
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802688
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25487
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72044
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26485
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76534
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28866
õ(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21573
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98829
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82376
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83288
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02299
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646696
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.86819
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106051
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362117
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650296
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979486
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305398
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625947
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007816
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.389086
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802095
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25974
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72354
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27427
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77867
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29688
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23777
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.012
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85304
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85004
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03385
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8632
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641376
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862483
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099919
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355509
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642901
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971411
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.303215
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623584
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003338
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.389712
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801685
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26499
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7269
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28414
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79271
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30572
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26052
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03642
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88324
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87933
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92553
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53017
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636101
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856828
ı(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093839
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348958
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635478
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.963305
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301197
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621399
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998932
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.390581
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801462
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27061
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73051
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29449
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80746
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31516
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28398
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06157
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91435
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90958
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93064
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90488
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629186
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851223
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087814
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342466
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628023
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95517
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29934
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61939
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994593
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.391688
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801423
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27357
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73437
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29956
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82292
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32932
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27716
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08745
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94639
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69234
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93658
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25653
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622015
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845666
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081843
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336033
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620544
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947004
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297647
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617558
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.990324
ş(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393038
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801569
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27373
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73848
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30413
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83911
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34696
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25909
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11406
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97935
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72138
