¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 6.722645
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32046
î(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60429
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19558
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31369
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39502
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69085
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95282
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50291
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31498
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6885
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84426
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.59357
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.53901
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.50068
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.49027
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.48532
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.22849
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.219376
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.211655
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.205317
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.200361
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.196784
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.19458
(417.64, 13.37, 328.50) (426.17, 13.24, 302.53) (8.74, 11.53, 18.04) Truck 9.193752
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949568
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199077
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558866
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074964
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62218
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63029
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23073
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4737
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46231
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8157
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08767
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64449
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48463
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.9997
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.93912
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.90175
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.89161
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.8852
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.88251
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.88491
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.89919
(417.64, 13.37, 328.50) (437.02, 8.76, 291.31) (4.34, 2.79, 8.42) Truck 24.91719
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97696
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228335
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611743
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134708
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91814
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65608
²(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26585
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63347
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52987
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94162
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21743
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78665
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65524
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.35061
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004646
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257907
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664636
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194469
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12811
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68169
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29515
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79275
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59778
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06856
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33795
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92932
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8267
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.71602
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032634
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287823
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717484
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254224
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15105
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70707
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32335
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89088
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66596
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19658
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45875
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07248
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99902
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.10056
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060875
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318034
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770243
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313999
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17374
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73217
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40965
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95208
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73441
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32556
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57979
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2114
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17207
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44537
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089403
¹(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348574
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822954
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373669
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19624
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75709
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54447
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01349
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80315
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39468
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51014
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33778
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34588
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63025
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118245
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381254
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875568
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433317
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2185
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78175
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68032
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07508
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87214
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3766
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24973
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46426
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50648
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81573
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147337
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427822
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928053
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523584
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24057
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80613
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8172
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13688
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94137
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35923
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01175
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59077
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65903
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97746
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176764
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474293
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980398
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618988
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26235
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8556
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95498
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19884
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01084
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34257
×(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99377
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71732
(417.64, 13.37, 328.50) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 20.78262
(417.64, 13.37, 328.50) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 20.75499
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206417
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520535
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032557
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714856
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28391
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97119
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09366
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26095
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08052
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32664
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97655
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.47352
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.5698
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.66997
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.77414
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236374
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566558
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084515
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816499
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30522
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08732
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23318
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32323
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15038
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31141
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96014
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.07804
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.16941
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.26456
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.36356
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266618
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612343
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160135
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941817
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32625
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20385
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37347
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38565
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22047
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29689
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94444
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 18.88439
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 18.8836
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 18.88563
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 18.97216
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297167
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657901
Í(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242645
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0677
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34703
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32074
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51447
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4482
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29071
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31063
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92953
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.02275
(417.64, 13.37, 328.50) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.02231
(417.64, 13.37, 328.50) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.40531
(417.64, 13.37, 328.50) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.46578
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32797
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703203
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325325
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19403
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42082
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43792
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65611
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5017
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36112
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32858
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91541
(417.64, 13.37, 328.50) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.00979
(417.64, 13.37, 328.50) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.86518
(417.64, 13.37, 328.50) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.92596
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359071
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748201
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408073
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32078
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51938
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55532
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65378
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38705
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43167
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34747
(417.64, 13.37, 328.50) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.6556
(417.64, 13.37, 328.50) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.71851
(417.64, 13.37, 328.50) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.78452
(417.64, 13.37, 328.50) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.8537
(417.64, 13.37, 328.50) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.92612
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390434
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802553
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490834
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44773
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6179
(417.64, 13.37, 328.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6729
