¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(323.69, 7.67, 370.39) (343.45, 1.15, 381.82) (0.81, 2.16, 0.81) Human 8.601713
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.21841
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20167
£(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.18768
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.17642
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.16788
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857074
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049127
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255152
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476728
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71562
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973866
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253925
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558561
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891138
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249865
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618915
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900126
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195953
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523643
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915474
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34253
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80971
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28133
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92197
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04029
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.70102
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.74619
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.83607
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.05885
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.03425
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.0124
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.99328
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.97689
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.96321
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.95222
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.94392
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851492
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043162
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248761
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469843
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708138
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965788
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245149
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549021
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880704
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228054
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595017
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90307
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199116
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517004
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859192
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26465
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72448
¬(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20357
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95538
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08029
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.57149
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.62194
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.71017
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.84066
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.81649
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.79504
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.77628
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.76022
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.74682
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.7361
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.72803
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845964
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037242
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24239
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462986
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700776
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957805
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236485
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539558
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870389
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206504
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571461
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90654
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202849
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521018
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86351
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23313
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64129
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12769
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98911
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12074
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.44637
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.5018
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.58845
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6303
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.60654
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.58546
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.56705
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.55129
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.53818
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.5277
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.51985
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840513
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031363
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2361
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45622
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693452
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949924
¦(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227899
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530219
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852989
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185244
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548208
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910604
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207197
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525671
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868496
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23852
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.639
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07312
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02317
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16164
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.32551
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.38563
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.47077
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.42742
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.40404
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.38332
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.36524
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.34979
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.33694
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.3267
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.31906
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835097
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025573
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229888
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449509
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686243
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942074
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219378
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520951
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833729
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164283
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525285
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915214
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212114
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53094
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874176
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24461
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64562
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07669
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05758
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20295
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.20877
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.27331
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.357
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.23174
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.20874
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.18836
¥(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.1706
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.15543
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.14284
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.13282
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.12538
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82972
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019827
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223728
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442906
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679082
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934375
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211011
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511829
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814748
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143593
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502672
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896246
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217613
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536854
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880528
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25148
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65303
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0811
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91867
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24469
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.34222
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.32914
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.31821
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.04289
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.02025
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.00021
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.98275
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.96784
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9555
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.9457
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93844
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824414
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014148
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217649
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436353
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672029
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926694
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202709
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495268
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796033
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123202
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480402
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871755
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223703
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543353
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887556
ª(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25906
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65853
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08642
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78268
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13374
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.62112
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.60786
(323.69, 7.67, 370.39) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 14.5968
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.86063
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.83834
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.81861
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.80144
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7868
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.77469
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.7651
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.75802
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8192
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008549
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2116
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429847
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665035
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91914
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194495
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478237
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777557
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10309
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458388
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847644
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230359
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550539
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89526
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26735
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66418
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09259
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64962
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96836
(323.69, 7.67, 370.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73073
(323.69, 7.67, 370.39) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.39174
(323.69, 7.67, 370.39) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 12.36754
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.68471
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.66274
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.64332
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.62642
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.61203
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.60015
(323.69, 7.67, 370.39) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.59075
