¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19921
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.4916
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.49508
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.50028
Â(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.5072
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.51585
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.52624
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909314
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116144
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338956
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579638
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840376
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123741
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432756
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302789
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700012
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13855
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625216
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16821
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76513
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 10.11655
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.7402
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.72456
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.71071
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.69864
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.68833
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.67979
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.67299
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.66795
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.66465
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.66309
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.66327
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.6652
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.66887
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.67428
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.68144
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.69036
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.70103
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89947
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105553
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327532
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56728
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826971
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10915
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416814
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284124
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679433
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115806
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599899
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.123244
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.155303
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.264812
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.378386
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.496218
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.618496
Ñ(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.745441
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.877277
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 10.01424
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.85312
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.84814
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.84493
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.84349
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.84382
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.84591
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.84978
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.85542
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.86283
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.87203
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.88302
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889655
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094995
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316147
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554966
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813613
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094612
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400938
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736117
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658944
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09315
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574693
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.136695
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.113885
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.092543
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.072651
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.054194
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.037159
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.02153
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.057416
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.553516
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.0407
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.0358
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03269
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03137
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03185
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03413
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03821
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.04409
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.05177
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.06127
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.07258
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879872
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084473
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3048
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542697
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800308
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080135
Ş(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385127
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718785
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638572
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070608
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549648
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.151551
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.128706
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.107329
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.087407
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.068922
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.05186
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.036208
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.021955
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.24283
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.23617
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.23134
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.22834
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.22716
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.22781
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.23028
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.23459
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.24072
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.24869
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.2585
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.27016
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870122
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073987
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293495
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530474
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787051
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065712
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369385
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701531
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066292
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048172
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524682
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.167824
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.144939
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.123527
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.10357
(433.09, 14.36, 311.56) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 9.085053
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.47759
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46537
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.45503
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44655
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43995
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43521
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43233
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4313
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43213
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43481
 (433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.43936
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44576
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.45403
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46418
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4762
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860405
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06354
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282233
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518299
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773851
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051356
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353712
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684358
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047394
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025853
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499904
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02808
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6147
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24693
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95122
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.70429
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.69011
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.67786
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.66752
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.65909
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.65255
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.6479
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.64515
(433.09, 14.36, 311.56) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.64429
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.68659
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850724
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053131
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271012
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506174
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760706
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037059
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338109
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667266
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028591
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426977
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475217
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00049
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58161
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21571
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91593
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7114
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62287
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68395
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8671
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.90727
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.89447
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.88406
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.87603
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.87038
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.8671
(433.09, 14.36, 311.56) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 18.18739
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84108
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042764
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25984
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494099
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74762
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02283
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.322582
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65026
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009885
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406309
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450691
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973096
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54881
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18182
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88096
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67153
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57699
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6242
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80104
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.09436
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.08151
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.07108
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.06307
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.05745
(433.09, 14.36, 311.56) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.05424
(433.09, 14.36, 311.56) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 18.25967
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831473
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032438
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248713
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482077
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734591
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008665
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30713
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633338
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991279
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385753
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82258
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945902
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51624
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1452
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84636
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63209
(433.09, 14.36, 311.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53164
