¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(408.81, 14.08, 246.33) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.64872
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63409
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54165
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57368
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72463
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06537
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75613
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72872
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08427
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.50959
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.36345
(408.81, 14.08, 246.33) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 20.42995
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811466
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003353
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207413
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426828
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662976
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912659
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182288
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473914
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786788
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127371
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516319
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931241
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394322
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902251
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46903
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0959
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80543
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59413
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49368
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51862
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65645
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98558
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65199
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57323
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91456
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.59258
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.3976
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.32488
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803787
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995206
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198668
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417417
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652881
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901754
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170445
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461065
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772755
Ü(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11204
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499494
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.911627
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.372627
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877571
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44139
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06453
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77067
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55483
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44657
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46454
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58959
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90741
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47857
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42137
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72106
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.01973
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.69927
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.43504
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.47112
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79616
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987132
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190001
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408089
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642897
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89097
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15874
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448383
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758908
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09691
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482838
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892276
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.351185
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.853229
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41413
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03364
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73647
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51617
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40032
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40979
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52407
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83086
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38397
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27309
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53062
(408.81, 14.08, 246.33) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.94214
(408.81, 14.08, 246.33) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.91059
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 22.92725
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.5937
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.48167
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.63167
Ç(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788583
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979127
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181408
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398845
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633023
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880307
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147167
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435863
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745243
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081986
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466351
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873183
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.329607
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829216
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38726
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00324
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70284
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47814
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35491
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35452
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45985
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75589
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29137
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13112
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36655
(408.81, 14.08, 246.33) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.65016
(408.81, 14.08, 246.33) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.57907
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.02386
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.63833
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.59756
(408.81, 14.08, 246.33) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.10341
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781059
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971196
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172896
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389687
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623262
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869762
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135732
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423508
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731764
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067264
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44941
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.854351
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308326
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805539
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36077
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97333
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66976
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44077
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31034
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30032
ä(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39734
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68187
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20073
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00884
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19693
(408.81, 14.08, 246.33) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 23.92274
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.28968
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.81322
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.68641
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.76662
(408.81, 14.08, 246.33) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.15833
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773587
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963337
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164463
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380614
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613498
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859325
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124432
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411319
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718469
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052748
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432543
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835779
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287336
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782197
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33465
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9439
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63724
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40402
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2666
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2472
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3363
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60917
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11203
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86094
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02824
(408.81, 14.08, 246.33) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 24.20547
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.39649
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.86201
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.76556
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.94166
(408.81, 14.08, 246.33) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.27034
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766168
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955552
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156109
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37163
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603808
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849012
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113268
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399294
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705356
Ø(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.038433
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415907
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817467
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266644
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759187
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30892
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91495
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60528
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3679
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22369
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19513
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27651
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53804
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02523
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75053
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86372
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.75196
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.34163
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.9177
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.91982
(408.81, 14.08, 246.33) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.47582
(408.81, 14.08, 246.33) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.63877
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758805
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947841
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147836
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362731
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594213
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838827
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102243
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387434
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692431
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024323
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399505
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799414
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246245
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.736509
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28356
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88647
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57386
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33241
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1816
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1441
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21793
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46844
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94031
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64277
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70329
(408.81, 14.08, 246.33) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 23.79951
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.10709
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 21.97699
(408.81, 14.08, 246.33) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 22.10399
¸(408.81, 14.08, 246.33) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 22.83954
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751497
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940205
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139644
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353921
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584716
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828767
