¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29288
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.919514
À(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368154
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913986
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48235
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23735
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06625
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55335
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91827
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64252
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88166
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.20537
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.20164
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.51392
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056332
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253598
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465184
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692619
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937683
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206547
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50282
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825706
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178913
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572427
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607859
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868486
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352638
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.896413
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45054
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2033
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02692
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53359
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8943
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60173
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84355
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.79737
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.82378
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 22.1251
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053767
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250876
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462246
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689453
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934267
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201698
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49754
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819938
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17519
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313353
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.43958
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.854802
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342976
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873983
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4191
½(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16956
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98796
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46753
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87025
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56068
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2313
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.40723
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.46142
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.8063
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051249
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248182
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459378
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686331
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930917
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19685
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49228
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814356
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059956
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.116118
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405046
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841245
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328261
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851763
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38803
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13613
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94939
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31936
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84613
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51946
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1901
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.0339
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.1137
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.50134
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048818
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24554
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456532
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683288
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927633
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192071
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487078
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811506
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817444
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000515
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393587
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827816
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313274
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829749
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35733
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07564
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91118
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17221
Ê(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82194
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47809
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14885
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.67641
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.77984
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 21.20706
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046395
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242974
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45377
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680325
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924427
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188163
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482568
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501261
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650723
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990236
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382238
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814518
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298436
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80795
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33574
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97669
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87335
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02613
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7977
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44241
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10753
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.33386
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.45911
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.92297
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 24.05803
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.83586
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.82538
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 24.01568
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044045
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240485
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451051
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677413
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921297
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184786
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231358
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348587
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626795
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98006
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.371009
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80135
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.283747
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786365
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33295
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94277
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8359
Ô(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88119
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77339
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41237
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.03316
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.0054
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.15083
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.64861
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.95266
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.73167
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.72123
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.90797
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041779
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237982
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448414
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67458
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918254
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961133
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071965
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294987
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61905
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969987
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359894
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788555
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.269207
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.764991
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33067
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90929
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79883
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73742
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74904
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38227
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.71756
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.69029
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.85436
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.38357
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.85192
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.6319
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.6215
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.8047
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039494
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235579
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445831
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671782
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667401
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788064
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99467
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287985
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611386
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96002
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348896
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777067
Æ(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254816
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753616
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3289
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87623
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76213
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67475
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72463
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35213
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.4146
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.38781
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.56912
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 20.12744
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.7557
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.53647
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.52611
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.70579
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037316
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233261
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431994
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410723
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527586
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724457
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989824
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281059
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603808
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952436
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338016
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765733
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240578
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745149
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31874
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8436
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72581
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63251
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70019
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32193
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.12363
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.09729
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.29456
(341.68, 6.99, 311.91) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 19.87984
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.66393
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.44529
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.43497
(341.68, 6.99, 311.91) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.61116
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035156
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159793
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171576
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288638
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475375
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720069
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985068
·(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274211
(341.68, 6.99, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596316
