¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 21.87629
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146852
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358336
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585909
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831429
”(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097079
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385386
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699245
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017225
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356453
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703106
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01767
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357295
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725027
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22311
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81263
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2485
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7142
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60176
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02373
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64965
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62988
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11434
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.0404
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.31154
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.24397
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.27549
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.26204
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.25164
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.24426
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763599
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947377
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144223
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355502
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582839
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828156
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09351
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381489
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695035
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009264
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347773
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717502
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061488
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404618
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777369
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31394
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77276
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19737
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65868
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58564
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00967
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62689
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6017
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07855
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.38798
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.71411
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.69821
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.68526
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.67527
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.70324
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761378
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944995
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141646
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352765
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5799
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824948
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09007
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377738
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690925
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00152
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339334
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708319
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10627
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452939
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860635
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.338
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72674
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1476
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60462
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57432
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99601
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6048
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57436
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04384
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.48093
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.46533
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.45266
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.04704
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.96472
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759204
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94267
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139169
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350082
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577011
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821838
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086692
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374081
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684191
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994018
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331146
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699347
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502318
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939276
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29646
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68194
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09912
–(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55202
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56336
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97986
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58338
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54786
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0102
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.60946
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.49148
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 20.33001
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.49174
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.48498
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757112
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940446
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136756
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347493
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574261
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81883
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083424
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37054
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677516
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986739
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323204
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69068
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093503
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536956
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901632
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25603
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63833
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05196
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50087
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47586
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96274
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56263
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52219
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97763
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.59146
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.36309
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.3507
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.49205
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.52047
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755072
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938261
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134453
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34501
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57156
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815903
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080254
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367124
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671003
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97969
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315572
†(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682311
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084322
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535336
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8673
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21661
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59588
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00607
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45107
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35154
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94617
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54255
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49735
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94613
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.56176
(324.84, 7.62, 372.22) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 19.57653
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753073
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936145
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132195
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34255
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568907
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813085
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077234
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363791
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664751
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9729
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308167
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674192
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075377
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543077
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853991
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1802
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55457
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96142
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40268
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22921
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93014
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52313
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47334
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91569
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751188
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934081
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129983
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340192
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566401
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81036
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074238
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36057
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658656
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966308
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300982
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666367
†(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075403
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537711
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841477
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16682
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51601
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91803
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35564
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10881
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91466
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50438
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45016
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88631
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749317
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932121
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127851
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337939
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56396
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807728
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071411
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35747
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652818
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959953
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29406
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658812
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082831
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526747
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829757
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15428
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50256
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87725
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30993
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99036
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89972
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48629
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42781
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85798
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98731
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747559
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930238
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125825
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335761
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561582
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805168
(324.84, 7.62, 372.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068622
