¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81992
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.31703
¨(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.30532
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.29665
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551813
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799152
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066995
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357954
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675086
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022038
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403162
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823687
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289972
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809841
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39298
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77954
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56298
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43439
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.70069
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.74877
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.79912
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.85181
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.90686
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.96433
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.32323
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.29323
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.26634
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.24254
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.22182
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.20414
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.18951
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.17791
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.16933
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540137
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786524
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053294
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343042
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658802
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004186
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383506
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801943
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265798
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782807
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36255
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74278
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51945
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3845
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.93242
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 12.98277
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.03547
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.09056
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.14809
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.20811
¡(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.19927
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.16949
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.1428
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.11918
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.09861
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.08108
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.06657
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.05507
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.04658
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528434
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773868
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039569
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328108
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642491
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986308
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363828
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78018
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241606
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755763
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33212
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98261
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47606
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33483
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.17458
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.22737
(432.35, 14.48, 321.78) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 13.28258
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16885
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91249
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.11247
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.07981
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.05023
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.02373
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.00028
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.97987
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.96247
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.94807
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.93668
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92826
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.87147
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516707
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761189
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025819
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313149
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626161
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968411
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344131
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.758404
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217405
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.728718
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30171
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94815
»(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68302
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28536
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25957
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.03756
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59202
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07437
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81699
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.92875
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.89641
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.86714
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.84091
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.81771
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.7975
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.7803
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.79562
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.82118
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.84977
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.88142
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504956
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748487
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012049
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298168
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60981
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950494
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32442
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736611
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.193196
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.701671
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2713
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91372
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64372
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23608
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20155
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.95953
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.92838
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.89943
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.87266
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.84807
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.23279
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.24155
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.25334
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.26818
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.28607
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.30702
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.33106
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.35819
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.38844
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.42184
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493186
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735763
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998256
™(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283171
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593441
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93256
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304695
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.714816
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168986
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674632
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24091
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87932
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60448
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40682
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14396
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.88444
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.85347
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.85848
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 13.94291
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.03049
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.12129
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.80268
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.81576
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.83195
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.85129
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.87378
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.89944
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.9283
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.96037
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 20.99567
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4814
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723024
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984449
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268157
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57706
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914619
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284964
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693017
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144783
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647607
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21054
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84497
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5653
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3609
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08682
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13639
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.13401
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.22034
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.30988
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.40272
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.49894
(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 16.31024
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.41355
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.43125
ı(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.45218
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.47637
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.50382
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.53457
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.56862
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 21.60601
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469596
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71027
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970628
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253129
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560666
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896671
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265227
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671217
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120584
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620595
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18021
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81066
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52618
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31519
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20568
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07077
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.5119
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.60364
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.69874
(432.35, 14.48, 321.78) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 14.79733
(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 16.44027
(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 16.58006
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 22.05005
(432.35, 14.48, 321.78) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 22.06941
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45778
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697504
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956795
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238094
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544268
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878717
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245492
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649426
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096401
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593612
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14991
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77641
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48715
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26971
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15345
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15727
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20479
(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61502
(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 16.71578
(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 16.856
(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 17.00113
Ü(432.35, 14.48, 321.78) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 17.15138
