¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 15.51038
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724763
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989829
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277821
¤ (393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591739
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935173
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312477
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728829
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229062
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775003
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38272
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07281
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86302
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77677
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78121
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.44962
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.19987
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.06696
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.04204
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.01915
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.16622
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.17348
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.25574
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.90936
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.58935
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.58738
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.58743
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.58952
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834883
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031171
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240788
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466545
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710228
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974102
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260688
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573023
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91466
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289902
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703844
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19774
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736657
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33937
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02339
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80621
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71074
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70001
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.32463
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.29522
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.94569
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.92109
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.8985
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.19844
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.17936
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.6383
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.94
‰ (393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.66764
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.66565
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.66571
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.66781
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825286
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019661
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228421
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453162
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69579
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958454
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243672
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554429
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894319
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267492
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679107
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166579
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698628
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29642
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97446
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74997
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.646
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61998
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.37296
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.35965
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.82856
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.80426
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.78195
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.32646
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.32316
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.51971
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.07619
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.7489
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.7469
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.74696
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.74907
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814621
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008209
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21611
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439925
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681468
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942897
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22679
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536022
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874118
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2453
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654554
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134169
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660933
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25384
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92599
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69675
· (393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58256
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54105
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.59977
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.58634
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.71542
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.69141
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.66937
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.55306
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.54982
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.5486
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.21634
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.83321
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.8312
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.83126
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.83339
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804005
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996859
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203904
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426738
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667233
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927518
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210041
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517719
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8541
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223284
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630239
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100839
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623585
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21167
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88134
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64895
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52002
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46323
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.14008
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.82295
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.60613
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.5824
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.56063
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.7896
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.78642
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.7853
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.46484
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.92064
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.91863
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.91869
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 13.92083
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793488
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985586
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191769
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413677
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65313
™ (393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912199
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193378
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499581
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834235
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201443
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606114
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067836
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586558
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17784
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8401
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60159
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45838
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38653
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25761
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.07008
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.50057
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.47711
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.48627
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.03666
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.03356
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.03256
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.72442
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.0113
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.00927
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.00934
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.01149
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783047
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974376
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179732
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400719
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639093
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897008
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176892
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4816
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814562
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179806
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582223
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035776
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5587
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14744
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79923
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55468
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39761
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.52657
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.49736
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.47015
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.3986
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.3754
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.41993
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.29491
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.29189
š (393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.29101
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.99577
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.10527
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.10323
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.10329
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.10546
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77266
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963231
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167783
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387844
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625216
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881945
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160538
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463764
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795022
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158358
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559591
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01195
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531963
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11727
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76123
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50821
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33772
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.5303
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.51654
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.50467
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.40948
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.40143
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 12.39524
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.56504
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.56212
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.56138
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 15.27962
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 16.19733
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.20058
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.20065
(393.77, 14.72, 305.35) (426.17, 13.99, 303.25) (8.74, 13.03, 16.60) Truck 14.20284
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76237
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952192
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155909
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375053
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611389
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867004
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14431
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446059
(393.77, 14.72, 305.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775685
