¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84946
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296159
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513881
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742309
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992373
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266499
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562503
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88449
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239442
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637479
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.06481
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.544991
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68526
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29351
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97711
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75083
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63358
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64999
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83273
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22599
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89125
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91634
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39377
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.88882
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.86645
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84738
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.83159
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.81908
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80984
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80387
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80114
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.80167
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301863
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520012
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749916
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00012
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274898
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572311
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894907
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250856
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648417
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.076892
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.554167
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69146
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30047
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98496
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75975
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64379
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6618
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84657
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24242
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.911
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94061
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42204
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.90709
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.8847
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.86561
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84981
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.83729
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.82804
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.82205
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.81933
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.81986
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307581
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52616
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757582
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007886
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283319
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582176
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905354
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262306
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659393
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089023
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15182
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69777
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30751
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9929
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76877
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65413
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67377
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86055
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25901
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.931
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96513
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27816
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.92867
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.90625
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.88714
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.87132
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.85879
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84953
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84353
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.8408
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84133
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313312
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532323
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765306
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015673
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291762
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59165
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915828
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273787
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.670405
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101194
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15753
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70412
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31463
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00091
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77789
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66455
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68588
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8747
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27578
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95124
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27544
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.95358
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.93113
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.91199
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.89616
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.88361
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.87433
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.86833
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.86559
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.86612
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319058
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538502
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77309
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023478
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300226
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600861
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926332
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285301
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681458
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670633
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16329
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71054
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32183
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00904
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7871
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67513
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69807
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88902
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29275
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97167
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01513
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27428
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.98183
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.95935
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.94019
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.92432
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.91175
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.90246
ö(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.89645
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.8937
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.89423
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324816
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544694
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78093
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031299
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30871
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610093
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936861
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296844
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692543
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675903
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16914
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71701
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32907
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01723
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7964
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68582
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71043
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90345
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3099
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99236
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04056
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27468
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01345
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.99093
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.97174
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.95585
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.94325
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.93395
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.92792
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.92517
(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.92569
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330585
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550899
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788146
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039136
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317212
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619343
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947414
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308417
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234407
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681209
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17497
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72355
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33643
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02549
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80582
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69656
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72289
Ÿ(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91808
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32724
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01326
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06625
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.57525
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.5723
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.57258
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.57608
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.5828
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.59275
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.60594
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.62237
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.64206
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.66502
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336366
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557115
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794851
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046988
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325728
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628614
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95799
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832734
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239281
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686551
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18092
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73017
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34383
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03387
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81531
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70747
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73549
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93281
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34476
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03437
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.43393
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.42655
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.42223
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.42095
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.42273
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.42755
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.43543
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.44636
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.62165
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.83517
(321.75, 7.29, 367.72) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.05634
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342156
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563344
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801567
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054855
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334264
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637904
š(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968588
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837214
