°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∏(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.3643
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375996
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568882
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777017
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002245
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246108
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511813
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802188
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123161
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516129
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893757
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34991
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.863422
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.396173
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02313
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7293
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42146
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43813
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22531
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.642
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76427
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04685
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.23366
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.2096
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18831
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.16978
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15399
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14094
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.731688
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.87454
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.027059
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192163
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370791
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563275
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770962
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995688
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238863
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503915
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793545
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114406
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633543
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880079
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334574
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.846106
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.380773
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00557
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69893
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41532
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44816
“(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17163
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64155
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68269
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.06347
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.03708
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01344
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.99255
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.97438
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.95893
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.94619
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.727245
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.869803
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187314
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365687
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557778
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765028
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989151
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231761
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496173
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785074
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105815
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464406
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891346
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319469
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829057
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365706
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988402
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66938
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40961
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45835
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11899
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64096
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60276
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.87328
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.84732
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.8241
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.80359
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.78577
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.77064
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.75818
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.722891
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.865163
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.017284
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.182561
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.360684
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552392
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759212
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982673
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224802
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48859
Õ(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776776
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097391
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455087
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023662
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304605
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81228
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.350976
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.97162
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64066
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40432
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46871
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06738
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61682
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52454
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.68968
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.66414
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.64131
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.62116
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.60368
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.58885
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.57668
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.718626
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.860617
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.012939
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.177959
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355784
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547116
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753516
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976329
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217988
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481162
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768651
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089134
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445951
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842263
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313096
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795771
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336579
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955221
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61275
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39947
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45623
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01672
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5552
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4479
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.51241
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.48728
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.46482
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.44501
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.42785
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.41332
¶(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.40141
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.714451
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.856168
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.008686
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173492
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350986
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541951
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747938
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970119
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211317
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473892
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760642
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081041
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437002
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832055
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.462233
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779532
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.322518
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.939208
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58565
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39504
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44277
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9671
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49482
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37288
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.34123
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.31648
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.29438
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.2749
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.25805
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.2438
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.23214
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.710365
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.851815
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004523
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.169119
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346291
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536895
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742481
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964056
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204788
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466779
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75274
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073115
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428238
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822047
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265226
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789188
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308789
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923575
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57101
‘(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39104
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4298
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91847
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43568
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29949
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.17591
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.15153
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.12977
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11062
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.09406
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.08008
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.06866
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.70637
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.847558
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.000452
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164842
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.341697
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53195
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737144
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958176
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198404
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459825
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745015
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065358
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419661
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812239
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254251
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957295
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295393
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908326
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56793
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38746
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41733
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87078
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37774
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22766
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.01624
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.99222
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97079
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95194
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93566
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92193
(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91075
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.702465
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.843456
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.996472
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160659
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337207
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527116
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731875
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952429
¬(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192165
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453027
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737465
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057766
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411266
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802636
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243505
