¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.15282
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439612
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697064
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976498
Ñ(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271514
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604846
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972764
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379464
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83121
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298944
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703925
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14738
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63493
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22249
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71387
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25213
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.57852
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.56273
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54856
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53599
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52503
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.51565
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.66907
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.91098
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.360853
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96974
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188457
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424868
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68102
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956897
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250118
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580616
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946081
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349866
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798288
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27128
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67373
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11427
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59852
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21982
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71092
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24893
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54235
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52661
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.51249
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49997
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48904
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4797
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.62749
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.71843
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350368
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957128
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174859
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410129
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665079
Ì(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937387
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22886
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556542
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91955
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320482
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765592
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24413
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64408
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08179
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56277
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21781
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70877
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24654
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.508
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49231
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47823
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46575
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45486
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44554
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58769
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.53132
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.339925
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944561
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161338
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395479
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649174
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918049
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207787
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532614
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893162
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291301
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733075
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217452
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614993
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04993
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55895
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21654
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70737
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24499
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47542
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45978
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44575
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4333
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42244
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41316
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54963
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.3974
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329367
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513617
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147836
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380879
É(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633332
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898815
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186832
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508821
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866964
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262309
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700845
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189986
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586458
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01867
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55648
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21595
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7067
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29914
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4446
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42901
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41501
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40261
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39178
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38252
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5133
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.36386
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318321
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502086
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134402
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366355
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616359
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879736
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166047
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485183
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840943
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233525
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668797
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154142
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558462
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98803
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55404
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21602
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70681
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4117
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41551
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39996
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.386
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37363
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36283
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3536
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47865
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.33221
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307643
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490608
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121005
Ğ(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35187
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598893
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860775
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145422
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461691
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815092
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204906
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637006
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11863
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531051
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958015
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55165
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21682
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70769
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52634
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38813
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37262
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3587
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34636
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33559
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32638
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44567
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.30241
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297014
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.479185
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107724
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337507
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581526
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841951
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124947
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438335
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789394
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176501
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605461
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08337
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504094
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928578
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54931
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21831
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70932
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64318
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80972
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34696
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33308
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32077
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31002
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30083
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41433
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.27445
(397.03, 14.16, 246.46) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 24.83388
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286436
Â(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467817
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662961
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323143
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564279
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82329
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104615
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415133
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763873
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148325
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574178
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048379
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477732
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900697
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54708
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22049
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74185
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76218
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75388
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32297
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30911
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29683
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28611
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.27695
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38461
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2483
(397.03, 14.16, 246.46) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 24.39006
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.27591
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456508
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65078
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308915
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54721
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804749
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084445
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392106
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738547
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120334
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543079
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013698
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45189
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898741
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54486
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22338
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84422
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8834
(397.03, 14.16, 246.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6997
(397.03, 14.16, 246.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30062
