¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(332.08, 7.24, 374.33) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.36636
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.30182
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.3933
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.51372
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.78805
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.49889
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.12471
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.38585
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.30188
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.73423
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987736
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199214
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42717
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673567
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940684
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231202
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548277
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895669
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277873
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700328
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169662
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694047
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28367
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95142
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51006
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44822
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.5171
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.37313
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.3513
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.33152
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.42243
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.54202
(332.08, 7.24, 374.33) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 15.95534
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.94712
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.87909
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 19.29351
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 19.27477
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.86727
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990067
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201723
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429879
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676499
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943869
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234674
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552072
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899836
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282466
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705416
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175331
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.700402
ò(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29085
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95957
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52002
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45981
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.55184
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.40507
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.38318
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.36336
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.45356
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.57201
(332.08, 7.24, 374.33) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 16.66403
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 16.2771
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.76933
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.75122
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 16.03672
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 16.59793
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992388
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204222
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432577
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679419
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947039
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238126
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555851
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903984
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287042
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710486
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18098
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706733
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29799
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71328
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52998
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47133
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.58906
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.43916
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.41722
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.39735
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.4867
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.6037
(332.08, 7.24, 374.33) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.8887
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.47719
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 16.63913
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 16.61952
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 16.82199
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.44085
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994699
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20671
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435263
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682327
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950197
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241567
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559616
ğ(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908115
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291598
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715537
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186605
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71304
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30511
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7219
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53992
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48281
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.62878
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.47545
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.45345
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.43353
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.52188
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.63712
(332.08, 7.24, 374.33) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 15.82256
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.09072
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.60964
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.58991
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.21276
(332.08, 7.24, 374.33) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.37667
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209188
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437937
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685223
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953342
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244994
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563362
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91223
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296135
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720565
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192208
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71932
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31219
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73051
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5498
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49425
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.67105
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.51395
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.49189
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.47191
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.55913
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.67227
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.06412
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.85202
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.4854
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.6237
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.32489
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.02242
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99929
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211653
é(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440599
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688103
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956471
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248403
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56709
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916325
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300653
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725573
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197789
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725575
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31926
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73909
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55962
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50563
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.7159
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.55471
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.53258
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.51254
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.59847
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.70919
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.02692
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.65854
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.46105
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.7979
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.60422
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.11622
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00157
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214108
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443249
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690973
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959588
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251799
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570805
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.920403
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305152
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730558
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203344
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731806
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02826
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74762
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56943
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.517
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.76337
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.59774
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.57555
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.55545
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.63993
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.74789
(332.08, 7.24, 374.33) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 18.09123
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.26687
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.55454
æ(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.14295
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.09125
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.95074
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003836
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216548
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445883
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693825
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962685
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255176
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574498
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92446
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.309626
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735519
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208875
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738005
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03573
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75615
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57916
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52832
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.81352
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.64415
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.62083
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.60066
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.68354
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.7884
(332.08, 7.24, 374.33) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.44244
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.94708
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 20.78839
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 21.69884
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 15.92221
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.34335
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006092
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218978
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448506
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696665
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965771
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258538
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.578174
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.928499
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314081
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.740458
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214376
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744176
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04319
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76462
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58889
(332.08, 7.24, 374.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53955
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.86638
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.69582
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.66846
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.64822
è(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.72934
(332.08, 7.24, 374.33) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 13.83323
(332.08, 7.24, 374.33) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.41378
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.51645
(332.08, 7.24, 374.33) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.34283
