¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88593
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.281656
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524039
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789587
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.07898
¸ (363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.396518
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.746219
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.131901
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.560066
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.038554
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.575216
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18124
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8712
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.66496
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54755
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62105
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88187
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3835
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12591
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18718
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75036
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.853631
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.058493
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.281947
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524354
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789743
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079154
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.396236
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.745909
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.131557
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.558963
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.037271
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.573771
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17961
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86903
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64293
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57097
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64834
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91415
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42224
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16398
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23392
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80921
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.853746
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.058615
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.28222
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524649
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.78987
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.07929
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395909
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.745547
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.131158
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.55852
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.035915
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.572247
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17788
‘ (363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86705
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66325
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59443
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67571
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94655
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46111
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20238
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28116
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86866
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.853855
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.058733
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.282473
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524923
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789963
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079393
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395748
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.745135
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.130703
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.558014
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.034486
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.570638
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17606
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86497
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68363
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61793
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70317
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.979
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50015
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24109
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33992
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92864
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.853961
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.058846
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.282709
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.525179
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.790027
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079461
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395823
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.744677
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.130194
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.55745
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.033525
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.568949
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17414
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88877
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70401
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64151
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73077
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0116
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53933
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2801
œ (363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41976
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01054
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854064
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.058957
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.282926
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.525416
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.790058
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079494
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395861
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.744165
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.129632
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.556826
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.032825
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.567177
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17213
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90663
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72449
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66516
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75837
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04431
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57863
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31948
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50016
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.096
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854162
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059063
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283127
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.525631
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.790058
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079496
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395861
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.743609
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.129016
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.55614
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.032061
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.565557
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20495
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92454
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74499
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68886
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78607
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07711
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6181
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35915
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58118
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18237
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854256
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059164
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283309
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.525829
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.790026
™ (363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079461
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395823
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.743003
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.128345
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.555395
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.031227
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.56462
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22073
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94249
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76552
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71257
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81382
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11001
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65764
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40093
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66287
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26975
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854345
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.05926
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283472
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.526005
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789962
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079393
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395749
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.742909
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.12762
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.554589
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.030328
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.563609
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23654
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96046
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78611
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73639
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84164
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.143
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69226
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46678
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73499
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35237
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854432
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059353
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283617
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.526161
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789869
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.07929
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395635
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.742785
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.126842
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.553724
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.02936
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61081
õ(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25241
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97845
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80673
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76023
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86954
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17606
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72586
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53308
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78935
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37194
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854513
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059443
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283743
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.526299
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789742
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.079153
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395484
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.742619
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.126009
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.552799
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.028327
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62489
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26825
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99646
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82735
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78409
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8975
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20917
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75965
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59979
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84023
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39229
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854591
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059544
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283853
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.526416
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.789586
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.07898
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.395296
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.742413
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.125125
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.551817
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.027229
(363.08, 7.13, 352.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63894
