¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95824
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00573
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35003
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71287
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09571
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57545
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1001
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52183
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94084
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38323
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62454
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988338
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223083
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49093
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780972
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082237
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410034
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786354
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189689
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602559
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10253
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65911
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23357
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86076
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52189
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88749
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70488
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03315
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37873
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74302
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12745
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53364
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87115
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25644
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66246
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09083
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54334
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972837
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206451
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471334
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759747
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062716
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385942
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.759968
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167764
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.574227
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07108
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.624
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20986
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83244
À(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50224
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86799
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69445
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06222
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40924
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77504
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1387
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39248
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65686
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97905
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39479
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80991
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24814
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71129
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957439
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189934
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451824
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738618
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043339
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361951
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733699
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141468
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550427
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03978
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58907
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19281
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80435
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48292
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84891
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67297
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09302
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44151
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73771
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97634
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22473
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48347
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75317
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09038
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51764
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96457
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41314
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88758
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942142
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173529
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432391
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71758
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024102
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338246
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707548
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112726
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526851
Î(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00862
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55432
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16471
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77651
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09764
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83025
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65195
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1255
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3607
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58539
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81912
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06242
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31577
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5798
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85502
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20744
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64314
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10419
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58635
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07271
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926951
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157238
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413048
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69664
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004038
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317554
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681521
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084127
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503489
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977612
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51974
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12592
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74891
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08127
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81194
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63143
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01229
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21762
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43787
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66696
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90534
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15353
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41208
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68158
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96265
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33064
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7752
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2459
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74513
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26723
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911867
¿(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141065
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393792
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675802
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981416
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297023
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655618
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.055676
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480339
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946759
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48535
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08736
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72155
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06528
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79405
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43909
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82854
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11555
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31731
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52691
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7533
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99654
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2499
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51389
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78916
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07638
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46028
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91416
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39509
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90547
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895358
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125009
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374625
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655063
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95891
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276652
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629845
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.027373
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457403
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.916062
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45115
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04901
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35034
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04963
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77659
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19563
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57137
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96989
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22411
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43101
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64595
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86935
¼(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10168
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35175
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62148
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90282
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19645
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59676
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06054
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69848
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877059
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109072
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35555
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634431
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936522
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256448
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604203
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.999224
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.433735
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.885528
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41713
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0109
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31317
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03281
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61857
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96151
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32435
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70879
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11678
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33821
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55043
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.771
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00032
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23887
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48719
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74568
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02273
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32318
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74045
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5113
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46881
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858832
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093255
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336568
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613903
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914256
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236408
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578694
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.97123
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402878
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855156
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38332
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97302
Ş(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27633
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00737
(423.82, 9.09, 364.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40464
