¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.12193
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487795
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924874
¼(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34194
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69427
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05513
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44294
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86079
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20151
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39783
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60249
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81597
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03878
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2789
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54211
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81807
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14779
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60471
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0945
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62067
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60092
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66299
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66786
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67611
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10314
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503409
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942053
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36501
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73117
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09716
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48817
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90955
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24693
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44488
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65125
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86655
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09127
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.326
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58093
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85857
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18805
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6477
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14051
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66775
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61218
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73875
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74372
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7521
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117131
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518739
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958867
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38831
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75623
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13982
µ(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53405
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95902
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29387
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49351
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70163
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91882
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14551
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38236
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90079
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22984
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69231
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17677
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67394
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62321
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8184
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8235
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130869
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533771
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975389
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41187
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78158
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18027
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58054
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00918
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34232
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54369
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75367
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97277
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20155
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4406
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69052
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95203
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27308
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7191
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18406
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68177
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33044
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.902
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90722
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144329
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54851
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991618
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43565
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80722
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20792
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62773
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06013
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39227
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5955
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8074
Ğ(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0285
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25942
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50072
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75306
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00044
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22121
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72738
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19288
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69121
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22581
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98963
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99499
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157521
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562963
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00749
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4597
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83308
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23586
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67158
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11178
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44384
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6489
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86279
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08599
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31914
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54586
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74826
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9589
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17824
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73705
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2032
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7022
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23757
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08136
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08686
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29923
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170456
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577099
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02304
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48397
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85924
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.11033
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.974121
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.842978
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.716666
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.594976
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.477692
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.364614
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.255582
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.150398
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.048915
ÿ(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.950983
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.945016
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44737
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21499
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71479
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25107
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.17727
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.18291
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.19202
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183048
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.068216
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.832806
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.712069
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.605958
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.552971
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.501896
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.472484
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.460396
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.449602
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.465508
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.49025
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.5185
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.585792
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.655457
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.775663
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.934373
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32386
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00432
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72901
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2663
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27743
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28323
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.117267
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.856668
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.727446
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.619105
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.564291
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.513119
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.481221
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.469137
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.458348
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.472128
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.496926
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.523147
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.590098
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.659843
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.776134
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.924469
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28529
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68912
 (417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60812
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28323
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38192
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38789
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.39735
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162786
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.201024
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.88271
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.744455
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.635758
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.576991
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.525713
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.491199
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.479119
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.468336
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.479896
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.504761
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.53105
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.595491
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.665337
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.777603
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.920062
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24861
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48135
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26771
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26498
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49085
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49699
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.77308
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150148
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.29147
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.910959
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.763115
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.654028
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.591086
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.539689
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.502424
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.490349
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.479569
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.488816
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.513759
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.540127
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.601974
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.67194
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.78007
(417.03, 13.24, 329.12) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.922613
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21379
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44533
