¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(332.28, 7.38, 364.64) (337.69, 1.16, 384.09) (0.81, 2.16, 0.81) Human 7.538774
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27225
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733296
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24423
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81343
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45146
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17078
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82488
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56327
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32495
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93041
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58327
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.73979
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.72519
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.81418
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.17734
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.15878
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.14325
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.13075
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.12127
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.11479
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.11133
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.11086
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2678
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499665
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750934
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024312
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321904
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126334
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474672
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855614
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273841
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735073
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24619
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81566
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45393
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16547
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83139
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57055
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31067
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91487
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55097
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.74902
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.73414
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.82324
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.149
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.13046
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.11495
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.10247
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.093
ƒ(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.08654
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.08308
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.08261
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270422
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502498
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753458
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025658
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323123
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127578
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476023
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857083
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27547
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736881
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24817
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81786
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45644
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16028
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8383
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57831
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29743
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8911
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52004
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.76113
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.74561
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.83484
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.12373
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.10522
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.08973
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.07727
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.06781
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.06135
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.0579
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.05743
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272996
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505278
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756469
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028929
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325428
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128779
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477346
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858538
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277088
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738646
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25016
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82011
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45894
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1554
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83396
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58644
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28526
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86393
‘(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49053
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.77612
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.75962
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.849
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.10152
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.08303
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.06757
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.05511
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.04567
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.03922
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.03577
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.03531
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274229
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506528
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757736
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030211
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326724
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130044
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47872
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860021
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278716
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740435
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25217
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82234
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46144
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15079
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82883
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58913
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26423
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83804
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46233
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.794
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.77615
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.86573
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.08236
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.06389
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.04844
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.036
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.02656
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.02012
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.01667
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.01621
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274914
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507267
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758538
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031084
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327675
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131267
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480086
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861511
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280346
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742256
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25418
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82457
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46398
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1465
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82401
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5837
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24624
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81337
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43551
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.81479
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.79524
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.88503
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.0662
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.04774
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.0323
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.01987
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.01044
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.00401
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.00056
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.0001
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275549
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507955
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759281
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031892
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328556
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132505
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481427
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863012
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281977
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744061
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25621
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82681
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4665
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1425
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81955
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5962
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24497
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79713
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41002
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74177
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.81689
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.90693
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.05309
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.03464
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.01921
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.00679
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.99736
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.99093
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.98749
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.98702
‹(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276134
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508585
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759964
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032634
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329366
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133759
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482816
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864525
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283638
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745893
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25823
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8291
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46906
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13878
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8154
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63359
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24476
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79692
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39595
(332.28, 7.38, 364.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48246
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.84112
(332.28, 7.38, 364.64) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.93143
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.04298
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.02454
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.00912
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.9967
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.98729
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.98085
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.97742
(332.28, 7.38, 364.64) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 19.97695
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95208
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155781
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374944
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611316
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866901
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112143
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298235
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495499
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704874
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927533
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164634
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417714
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689754
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914188
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153789
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408023
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678308
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966093
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27309
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48643
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91225
