¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193966
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.15949
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.9404
œ(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.91261
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.16496
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982022
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25027
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544727
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489885
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607467
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729988
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857725
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990937
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152236
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472109
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819457
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197977
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61192
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35691
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22941
(335.92, 6.99, 316.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.65269
(335.92, 6.99, 316.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.57109
(335.92, 6.99, 316.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.33663
(335.92, 6.99, 316.32) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.73698
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.85526
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.97698
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.02455
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.98161
(335.92, 6.99, 316.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.82058
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.72252
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.855
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967415
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226547
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518611
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419873
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534976
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654874
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779823
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910122
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046101
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188058
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48721
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836218
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216586
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632637
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18605
(335.92, 6.99, 316.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.56104
(335.92, 6.99, 316.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.47236
(335.92, 6.99, 316.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.31223
(335.92, 6.99, 316.32) (349.51, 0.49, 347.06) (1.16, 1.16, 6.53) Tools 17.56692
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.06484
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.25269
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.4324
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.43299
”(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.30718
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 17.87063
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.55617
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960798
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20277
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492446
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351742
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464466
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58182
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704098
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831606
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964602
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103438
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248425
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502077
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852771
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235067
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14306
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24359
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71307
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.69194
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.73855
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.9016
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.15522
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.259
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.25644
(335.92, 6.99, 316.32) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 18.14637
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.95672
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.26794
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954199
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178948
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466242
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285381
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395823
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510769
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630515
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755311
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88547
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021255
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163051
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311217
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516977
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869341
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253593
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06145
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49394
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.83765
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.80991
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 17.76895
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.44434
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.27081
“(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.25491
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.37887
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.78176
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.98983
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947619
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155085
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440006
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220871
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329063
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441678
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558972
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681166
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808582
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941461
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0802
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225136
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376612
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535069
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886137
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272447
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27999
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.66625
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.63675
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.3861
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.26799
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.10444
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.08865
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.21363
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.61222
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.72139
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935599
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146298
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413745
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158045
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264099
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374474
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489413
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6091
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733849
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863983
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999751
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141541
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289732
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444673
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606831
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903243
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29171
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.50067
(335.92, 6.99, 316.32) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 18.4591
(335.92, 6.99, 316.32) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.33549
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.09792
—(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.94635
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 17.93937
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.05385
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.4479
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.46221
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913254
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139267
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387465
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096873
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200908
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309103
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421728
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539036
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661278
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788695
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921641
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060446
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205433
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357018
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515586
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681624
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920874
(335.92, 6.99, 316.32) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.33672
(335.92, 6.99, 316.32) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.72985
(335.92, 6.99, 316.32) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.63991
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.86784
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 19.04326
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 19.04163
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.90482
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.28866
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.21187
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890988
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118835
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361173
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037359
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139384
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245509
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355946
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470922
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590704
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715584
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845787
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981704
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123641
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271968
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427139
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589499
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759575
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939141
(335.92, 6.99, 316.32) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.16102
(335.92, 6.99, 316.32) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.56426
Œ(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.7152
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.8876
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.88105
(335.92, 6.99, 316.32) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.74359
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.41166
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.97002
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868808
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094805
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33989
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979423
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079532
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183639
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291939
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404686
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522128
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644523
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772123
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905273
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044274
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189477
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341318
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500191
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666542
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84086
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018616
(335.92, 6.99, 316.32) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.49246
(335.92, 6.99, 316.32) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.5553
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.2508
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.13083
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.12495
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.19049
(335.92, 6.99, 316.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.73628
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846713
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070877
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313894
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922974
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021256
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123412
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229669
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340296
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455449
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575471
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700537
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831035
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967237
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109479
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258115
(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413601
