¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32724
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56198
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76611
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16609
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07031
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55006
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.033364
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170325
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315743
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469722
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633754
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809221
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997308
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198938
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41865
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662358
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919645
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191262
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488011
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814867
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160422
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.541084
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967575
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.422252
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932667
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48431
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10939
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79918
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56158
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44452
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45797
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63918
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96922
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81592
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19862
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02382
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160212
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305013
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458317
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621609
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796313
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983504
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184141
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402623
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64504
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900233
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170241
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465082
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789834
ş(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132511
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510218
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932967
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383952
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.88996
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43589
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05466
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73741
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48947
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36057
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35691
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51564
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78019
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57028
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86096
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014453
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.150287
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294487
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44713
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609697
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783655
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969967
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169635
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386886
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628038
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881211
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149647
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442612
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765311
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105202
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.480002
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899131
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.346553
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848231
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38861
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00128
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67719
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41921
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27891
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25875
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39371
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63051
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33302
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53638
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61949
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005264
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140551
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.284165
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.436163
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598022
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771246
ğ(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9567
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155418
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371436
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61135
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862576
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129478
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420597
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74129
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078493
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450433
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866059
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310011
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807471
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34247
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94922
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6185
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35077
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19949
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16339
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27541
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48548
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10383
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22419
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13342
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.996253
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.131004
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.274035
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425414
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58658
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759085
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9437
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14149
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356273
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594975
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844327
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109729
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399035
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717771
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052373
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421502
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833739
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274318
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.767659
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29756
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89845
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56131
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2841
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12226
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07078
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16064
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34494
ú(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80236
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92382
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6698
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.987417
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121645
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264107
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.414882
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57537
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747171
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930967
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12785
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341396
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578911
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826459
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090399
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377921
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.694479
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.026839
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393201
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802165
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239457
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.728786
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25389
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84897
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50559
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22032
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04717
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98084
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04931
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20876
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61987
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63467
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22736
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978757
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.112474
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.254377
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.404565
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564391
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735502
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918495
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114493
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326801
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563158
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808971
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071483
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357254
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671597
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.001884
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365523
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771326
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205423
ó(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.690835
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21132
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80074
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45132
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1584
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97417
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89351
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9413
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07679
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44327
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37541
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80461
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970273
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103491
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.244849
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.394465
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553643
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724079
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906289
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101423
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312491
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547713
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791862
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052979
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337026
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649236
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977505
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338466
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741216
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172203
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6538
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16982
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75375
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39846
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09819
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90322
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80871
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83654
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9489
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27307
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.96069
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42315
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.961966
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.094694
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235519
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384581
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543128
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7129
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894347
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088634
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298462
ì(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532574
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775127
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034884
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317239
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627394
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953694
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312021
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711824
