¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28762
È(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.44335
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96915
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2815
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61569
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16463
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97944
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13784
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55327
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13328
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.09362
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.51171
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75564
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86971
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02486
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1466
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.98948
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.8377
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69108
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.54944
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.58345
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66885
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75774
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85021
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96681
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09148
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407151
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886417
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460311
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.97472
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28745
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66154
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19344
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20084
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20136
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63032
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.97807
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.93254
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.89999
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.6564
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.62766
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66586
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66244
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99013
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.83833
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.6917
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55006
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.55136
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.65988
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.77242
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.88909
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01001
½(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1353
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418424
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8998
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.476328
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980564
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29368
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71951
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22233
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42504
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26397
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7062
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02221
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.97309
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94447
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71876
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.68995
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30853
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.22684
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.06897
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.66604
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.67587
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.62682
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59493
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.70404
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.81719
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.93448
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.05604
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.182
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429066
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.912433
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491388
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986683
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30022
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76037
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25127
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57181
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.325
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78086
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08239
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02865
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.00104
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.78419
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75533
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45075
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.32475
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16536
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.01138
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86264
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71896
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64122
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.75096
¼(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.86474
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9827
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10495
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.23162
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.46707
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439066
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924309
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.505479
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.993076
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30705
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7868
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28028
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72614
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38439
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85427
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1626
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1102
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08022
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85277
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.82383
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.59313
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.42672
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26574
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11023
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96001
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.81489
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.69025
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.80065
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.91512
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0338
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15677
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.28419
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.42476
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448421
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935414
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518591
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999743
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31417
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81327
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30933
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88593
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44209
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92637
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.504
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.20896
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.95631
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.92453
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.89553
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.73561
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.53285
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.37022
¹(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.2131
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.06133
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.91471
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.77309
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.85317
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.96838
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.09607
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.25199
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4134
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457123
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945745
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.530715
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00668
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32158
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83978
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33844
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04537
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5376
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99713
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58223
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40931
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.03141
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99954
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.97046
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.87813
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.68177
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.51366
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.35126
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19438
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04282
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.89642
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.94733
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0954
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24868
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40735
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.57161
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46517
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955329
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54184
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0139
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32929
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86633
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36759
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20425
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58717
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05057
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.53087
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.36869
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.10982
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07786
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04871
½(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.94453
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.99728
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.75082
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.06484
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.05565
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07761
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11923
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02509
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.2505
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40655
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.56809
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.73869
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472554
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964201
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.551957
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02139
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33729
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89291
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46892
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31739
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63531
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11105
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47503
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.4264
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19161
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15957
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.13034
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.61278
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.58845
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.56695
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.54827
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.66274
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.50396
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.35057
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15084
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.41091
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.56985
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.73438
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.91321
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479271
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.972182
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561037
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02915
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34558
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91951
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57248
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27123
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68196
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16998
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.54956
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.49599
¼(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.27686
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.24472
(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21541
