¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.971958
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258817
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559148
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883585
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338428
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877087
É(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3576
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.66611
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64097
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.61752
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59576
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57566
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.5572
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54039
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52519
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.51161
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.49962
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48923
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48042
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47319
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.46752
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.46343
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4609
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40804
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275506
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515463
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786277
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037467
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309137
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603792
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924434
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274593
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589479
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916323
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391354
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902108
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37269
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.7331
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.70779
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.68419
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.66229
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64205
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.62348
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60655
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59126
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57758
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.56551
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.55505
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54618
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.5389
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53319
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52907
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52652
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47332
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290951
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541288
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796391
¶(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048409
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32097
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616667
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938449
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289948
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620258
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95053
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44486
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927435
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38847
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76093
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.77708
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.75333
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.73127
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.7109
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.6922
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67516
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.65976
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64599
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.63384
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.6233
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.61437
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60703
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60129
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59713
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59455
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54101
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311608
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567186
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80654
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059402
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332893
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629587
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952554
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305367
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651545
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998882
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493528
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953107
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40492
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77859
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84891
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82499
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80278
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.78227
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76344
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74628
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.73077
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.7169
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.70466
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69405
´(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.68505
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67766
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67187
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.66768
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.66508
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.61117
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335483
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581646
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816789
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070428
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34483
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642565
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966724
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320856
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683305
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04773
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517117
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979064
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42206
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79707
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92334
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89925
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.87688
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.85623
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.83726
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.81997
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80435
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.79038
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.77806
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76737
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.7583
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.75085
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74501
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74079
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.73817
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359391
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59118
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827043
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081536
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356824
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655622
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980959
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336462
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715576
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097031
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540982
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00541
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43986
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81621
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00046
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97619
¿(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95366
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.93285
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91374
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89633
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.88059
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.86651
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8541
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84332
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.83418
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82668
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82079
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.81653
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.76023
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380875
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600726
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837343
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092648
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368884
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668749
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995246
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352088
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743677
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141065
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565134
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03204
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45836
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83613
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.08034
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.05589
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03319
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01222
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.99297
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97542
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95956
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.94538
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.93286
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.922
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91279
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90522
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89929
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89499
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.83828
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389812
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610353
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847698
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103829
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380993
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681907
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009634
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367826
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760969
»(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163311
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589582
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.059
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47756
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85676
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.16307
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.13843
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.11555
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.09442
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.07502
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.05733
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.04134
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.02705
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01443
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00348
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.9942
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98657
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98058
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97624
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.9191
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3988
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61998
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858067
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115044
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393198
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695121
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024045
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383641
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778353
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185822
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614296
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08631
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49746
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87817
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.24872
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.22388
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.20082
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.17952
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.15996
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14213
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.12603
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.11162
(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0989
