¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.3834
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659012
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.1178
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633277
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2085
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85511
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39755
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34574
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40959
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76978
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14218
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83128
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.233
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.20558
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.18081
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.23194
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.48753
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.46497
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.66374
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.92072
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.22989
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.58606
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982809
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193618
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42082
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666358
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932498
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221895
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532563
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872826
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247872
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661799
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120897
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639792
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21398
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86133
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40748
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35725
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41648
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71893
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16371
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75735
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.479
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.45528
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.43421
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.5212
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.46511
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.24986
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.28769
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.49879
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.76682
Æ(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.08595
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.45112
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984723
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195679
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423043
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668766
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935112
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223845
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534483
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875112
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250391
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664586
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123995
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.64569
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21946
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86754
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60555
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36868
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42337
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6694
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18535
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68543
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.86653
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.84222
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.82063
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 17.82264
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.44361
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.18747
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.11677
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.33966
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.61828
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.94696
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.32077
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986629
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197732
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425258
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671162
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937713
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225608
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536409
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877399
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252907
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667369
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127092
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650568
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22495
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87376
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61462
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37565
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4303
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6743
ä(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20715
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21578
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3549
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.2495
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.22735
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.20798
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.64767
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.648
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.95201
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.18618
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.47495
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.81277
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.19487
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988526
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199775
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427462
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673548
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940303
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227372
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538337
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87968
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25542
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67015
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130184
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655448
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23045
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87999
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62364
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50595
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43721
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68999
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2291
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02505
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.22987
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.15631
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.9974
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.97311
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.08879
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.16334
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.79321
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.03819
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.33667
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.68327
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.0733
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990416
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201807
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429657
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675922
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942881
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22914
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540265
Õ(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.88196
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257931
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672927
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134829
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660331
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23594
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88622
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63261
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51636
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44413
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70552
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25122
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0482
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.50606
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.45553
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.4444
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.25188
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.23416
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.2117
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.64018
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.89551
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.20329
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.55829
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 18.95595
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992295
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20383
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431841
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678287
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945294
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230909
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5422
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884237
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26044
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675702
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140447
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665215
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24144
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89245
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64153
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52671
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55305
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72094
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27344
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07117
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45577
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.99283
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.97276
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.73298
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.71474
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.7417
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.49277
¿(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.75799
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.07469
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.43775
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.40053
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994164
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205843
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434014
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68064
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946924
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232684
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544133
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886511
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262943
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678473
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146026
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6701
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24694
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89869
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65039
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53699
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56133
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73629
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29584
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09397
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.65467
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.51997
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.4935
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.24185
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.22305
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.13241
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.35081
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 20.6255
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.95073
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.90087
(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 19.90023
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996024
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207846
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436175
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682979
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948555
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234458
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546071
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888781
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265443
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681238
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151562
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674984
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25244
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90493
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6592
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54722
ä(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56961
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75147
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31836
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11664
