¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440519
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436799
í(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710013
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.010097
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.396057
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.828232
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.315364
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.831964
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.40453
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10724
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.96197
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.0558
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.55051
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.04684
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.04932
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26163
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.374948
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559009
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757014
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967991
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197335
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449282
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723628
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.025466
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.413222
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.847523
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.334493
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.841228
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.421487
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13164
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.00145
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.11295
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.63144
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.16714
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16822
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.23359
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383132
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567804
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766485
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978184
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208874
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461825
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737311
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.04075
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.430297
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.86672
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.342627
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.850403
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.442387
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15587
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.04072
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.16984
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.71544
®(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.28599
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26572
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.27538
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391353
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576637
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776001
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988447
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220463
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474427
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75106
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.055948
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.447281
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.885817
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.350674
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.859487
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463134
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17993
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07978
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.22645
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.79884
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.40329
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36087
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.29682
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.399607
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585507
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785557
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998776
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232103
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487085
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764871
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.071055
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.464167
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.90481
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.358637
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.868473
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.483727
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.20574
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.1186
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.28277
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.88157
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.51891
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45357
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31315
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407895
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594414
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795155
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009173
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243793
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499797
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778747
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.086067
Î(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.48095
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.912377
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.366518
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.877584
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.50416
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23817
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.15719
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.33876
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.96359
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.63272
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5328
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32907
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.416213
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603356
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80479
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019634
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255528
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512563
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792683
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.100979
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.497627
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.919323
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.374307
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.895213
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.524423
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99247
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96916
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.70507
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.04484
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.74461
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5876
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.34455
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424563
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612332
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814466
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030161
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267311
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525383
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806679
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.115792
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.514194
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.926192
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.382009
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.066409
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23013
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02781
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03731
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44098
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.12526
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.85443
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.63997
Ø(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.35959
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432943
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621342
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824176
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04075
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279137
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538251
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820733
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.130495
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.52454
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.932979
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033876
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602574
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27032
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06303
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10534
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48294
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.71829
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.96208
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.68984
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.3742
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44135
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630383
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833923
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051586
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291005
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551167
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834841
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145307
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.530552
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560591
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061186
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637632
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31061
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09801
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17312
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52415
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.41093
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.0674
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73717
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.38387
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449786
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639456
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843705
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062565
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302917
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564133
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849004
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16084
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135348
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584915
İ(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08851
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672783
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35089
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13304
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21498
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56465
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.09211
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.17029
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.7395
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.38884
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458248
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648557
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853519
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073576
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314866
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577143
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863219
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751222
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157154
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60927
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115896
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707919
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39125
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17985
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24711
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61442
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18428
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.27061
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71603
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.39349
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466736
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657687
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863366
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.084623
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326854
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590197
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402598
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770831
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17893
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633623
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143291
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743098
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43166
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2212
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27856
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70691
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27101
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.40186
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.69252
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.39783
(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475247
