¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192509
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315338
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721512
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177356
Æ (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639745
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12198
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.51539
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.49217
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.29055
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.27098
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.25301
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.23663
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.22182
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.20858
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.19689
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.18675
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.17814
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.57044
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.85419
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.07861
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.08939
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724702
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878791
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042345
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216209
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39618
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587843
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792454
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011229
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288918
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595836
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930936
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298278
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709561
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174944
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625652
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10641
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63938
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23345
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.32223
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.30259
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.28455
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.2681
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.25324
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.23994
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.22821
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.21802
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.20938
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.60287
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 11.10005
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.4215
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.43298
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710135
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863345
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025963
 (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198802
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381165
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571859
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775406
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995011
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276068
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581804
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915634
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288501
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707592
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172755
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61202
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09134
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62266
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21476
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.35567
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.33594
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.31783
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.30132
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.2864
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.27304
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.26126
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.25103
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.24234
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.63709
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 11.09371
(431.47, 14.17, 332.09) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 24.5165
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.8189
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695791
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848172
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009846
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181696
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364644
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556211
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758692
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983347
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263423
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568046
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907567
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286884
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705797
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165477
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598825
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0768
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60648
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1967
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.39088
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.37108
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.35289
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.33631
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.32132
“ (431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.30791
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.29607
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.28579
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.27706
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.67313
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.97978
(431.47, 14.17, 332.09) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 24.87552
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 11.44834
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681675
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83324
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99402
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164875
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346725
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540633
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742346
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971888
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250961
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561319
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906259
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285446
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704185
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153917
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586087
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06272
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59089
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17933
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.4279
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.40801
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.38975
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.37309
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.35803
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.34456
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.33266
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.32233
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.31356
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.70309
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.99933
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667805
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818592
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97848
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148357
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329138
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521898
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726319
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960611
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24533
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560261
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90508
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284151
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702772
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142718
  (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573817
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04916
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57582
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16253
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.46676
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.44678
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.42843
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.4117
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.39657
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.38303
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.37108
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.36069
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.35187
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.56723
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.97365
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654204
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804135
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963186
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132125
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311903
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503522
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708145
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955806
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244478
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559347
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904075
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283032
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701547
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131967
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562021
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03612
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56135
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14738
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82766
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.66196
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.2751
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.2405
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.20764
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.17651
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.58462
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.574
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.56911
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.60551
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.94963
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640813
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78999
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948179
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116182
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294951
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485474
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697825
 (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955131
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243775
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558566
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903214
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282104
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700477
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121619
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.523258
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02357
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5474
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13413
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80385
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.70521
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.893003
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.860476
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.829623
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.800423
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.62747
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.61679
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.60896
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.64566
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 10.92725
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627656
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776078
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933454
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100534
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278297
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477241
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692345
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954576
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24317
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557929
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902498
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281322
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699645
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11167
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.427954
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0115
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53404
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11589
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78076
(431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53385
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.539699
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.50904
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.47999
(431.47, 14.17, 332.09) (426.17, 13.99, 303.25) (8.74, 13.02, 16.59) Truck 9.540584
