¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.224211
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.024447
ú (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.021282
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475564
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714244
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972297
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251216
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541111
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856404
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.876378
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.854658
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.83409
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.814662
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.796353
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.779153
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.763047
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.748021
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.734066
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.721168
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.70932
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.698511
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.688733
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.67998
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.406418
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.958646
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.273139
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.262095
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.252168
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.243347
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.235625
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.228998
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.223463
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.219009
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.215639
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476301
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715061
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973159
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252247
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542268
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857656
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.88258
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.860842
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.840259
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.820813
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.80249
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.785275
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.769155
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.754117
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.74015
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.727242
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.715385
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.704567
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.694783
ı (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.686022
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.413118
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.217986
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.482399
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.470906
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.460563
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.451358
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.443285
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.436338
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.430512
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.425805
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.422209
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476992
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715784
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973968
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253291
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543399
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858844
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.889819
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.868059
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.847456
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.827991
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.80965
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.792419
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.776284
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.761232
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.747251
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.73433
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.722461
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.711635
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.701841
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.693073
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.420937
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 10.25429
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.705239
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.693259
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.682464
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.672843
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.664386
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.657093
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.650952
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.645963
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.642119
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47762
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716478
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974705
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254309
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544481
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860098
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.898099
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.876314
–!(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.855687
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.836201
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.81784
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.80059
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.784437
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.769368
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.755373
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.742439
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.730558
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.719719
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.709914
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.724539
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.831912
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 10.15141
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.930483
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.919196
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.909121
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.90025
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.892574
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.886089
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.880791
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.876674
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478222
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717123
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975408
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25532
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545602
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861269
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.907426
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.885614
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.864962
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.84545
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.827067
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.809795
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.793622
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.778535
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.764523
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.751573
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.739677
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.728825
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.719009
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.811058
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.868629
(403.39, 14.95, 307.09) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.29836
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.184068
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.172248
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.161675
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.152348
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.144257
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.137392
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.131756
ö (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.127336
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478757
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717692
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976055
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256163
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546656
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86244
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.917808
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.895966
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.875284
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.855746
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.837337
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.820042
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.803845
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.788738
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.774706
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.761739
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.749827
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.738962
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 6.729134
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.784811
(403.39, 14.95, 307.09) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.65129
(403.39, 14.95, 307.09) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.62624
(403.39, 14.95, 307.09) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.57958
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.455712
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.443306
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.432193
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.422363
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.413815
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.406533
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.400519
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.395763
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479245
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718253
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976624
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256814
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547698
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863608
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.691704
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.667421
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.644429
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.358919
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.339161
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.320598
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.303218
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.287003
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.404896
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.518199
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.504958
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.492879
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.481954
Û (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.812808
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.747362
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.734315
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.722605
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.712226
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.703169
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.695427
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.688995
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.683868
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479702
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718721
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977166
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257348
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548779
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864734
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209562
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587379
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851717
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.372219
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.352427
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.333835
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.316424
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.300183
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.42099
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73999
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.90406
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.88329
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 12.86451
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 9.061258
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 9.047503
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 9.035137
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 9.024148
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 9.014532
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 9.006279
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.999382
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 8.99384
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480096
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719172
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977601
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257863
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549766
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865842
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210799
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588745
(403.39, 14.95, 307.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857597
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.386667
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.366839
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.348214
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.330772
(403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.314503
