¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042607
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92869
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00913
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.56849
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.51195
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053255
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274951
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51451
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775496
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061818
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386991
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740115
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115836
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556423
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04062
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602341
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26142
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03697
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92492
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01208
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.58871
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.59052
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053028
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274706
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51425
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775322
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061841
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387015
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738984
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114605
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.555338
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038423
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600312
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25883
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0342
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92077
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01423
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.60613
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.61592
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.20259
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.10019
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.01525
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052763
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274419
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51404
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775093
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061754
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38692
ÿ(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737779
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113479
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554082
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.036087
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.597993
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25591
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03099
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91623
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0156
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.62075
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.63723
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.09478
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.12477
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.29683
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.19584
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.10356
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.01488
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.92973
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.84803
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.76971
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.73004
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.8195
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.91256
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052458
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274091
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513777
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774809
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06156
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386707
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736501
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112202
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552656
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033608
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595384
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25268
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02734
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91131
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01617
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.63256
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.65445
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.06629
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.08353
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.96554
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.87261
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.78329
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.69747
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.6151
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.5361
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.46039
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.49347
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.58055
ä(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.67116
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052113
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273718
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513462
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774466
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061256
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386373
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735147
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110768
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551058
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030992
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.59248
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24913
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02324
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90601
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01595
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.64152
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.66752
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 20.84699
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.04053
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.02526
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.75654
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.61002
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.49041
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.39366
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.31391
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.23744
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.18422
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.26567
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.35049
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.43877
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051727
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273303
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513096
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774068
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060842
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385919
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73372
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.109184
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549293
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.028234
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.589286
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24525
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01855
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90033
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01494
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.64762
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.67642
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 20.95653
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.01749
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 18.00425
ï(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.73613
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.47845
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.28535
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.17247
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.06358
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.95858
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.96687
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.05183
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.14448
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.24074
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051301
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272842
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512678
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773614
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060319
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385345
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732218
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107448
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.547356
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025338
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585804
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24107
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01322
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89426
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01312
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.65087
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.68116
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.99715
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.98629
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.71868
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.46148
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.22174
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.12006
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.02209
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.92776
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.94224
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.03116
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.12359
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.21962
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050837
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272342
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512208
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773106
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059689
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384652
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730645
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105561
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545253
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022306
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582031
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23657
†(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00747
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88783
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01053
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.65126
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.68174
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.9795
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.97137
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.70418
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.44738
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.20624
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.10473
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.00693
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.91276
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.92434
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.01308
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.10531
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.20113
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050333
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271797
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511687
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772539
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05895
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38384
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728996
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103572
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542978
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019136
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.577974
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23175
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00133
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88102
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00713
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.64878
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.67811
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.96451
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.95946
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.69261
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.43614
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.19341
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.09204
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.99438
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.90033
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.90899
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 16.99756
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.08962
(383.40, 6.90, 352.35) (358.79, 4.22, 322.32) (7.43, 3.10, 7.75) Truck 17.18527
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049788
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271208
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511114
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771916
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058101
ü(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382907
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727273
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101672
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540536
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015829
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.573627
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22663
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99478
