¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô (437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993232
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971527
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182081
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409002
ß(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655637
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929481
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227958
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554435
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913077
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308761
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753992
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254826
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818027
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30119
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72462
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17038
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85621
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06419
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48002
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16646
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24173
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42382
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.88698
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.87615
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768929
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964292
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174284
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400599
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645153
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917951
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21538
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540656
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897897
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292046
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738722
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237743
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798757
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27569
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69693
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14913
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84753
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05276
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.95366
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.9344
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.91726
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.90223
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.85014
(437.43, 14.14, 288.09) (426.17, 14.14, 303.08) (8.74, 13.33, 16.93) Truck 13.83935
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76225
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957093
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166565
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392253
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636135
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906485
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202845
²(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526939
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882787
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278387
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723527
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22068
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779536
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25092
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67002
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12659
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83494
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04025
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53274
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26724
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34072
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46994
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49565
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755599
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949953
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15884
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383966
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627141
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895067
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190356
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513267
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867746
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264748
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708342
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203714
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760365
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22679
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64382
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09806
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81805
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02658
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55892
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31746
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39043
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57917
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748973
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942828
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151201
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375689
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618234
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883688
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177926
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499653
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852991
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251161
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693187
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186737
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741241
°(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20336
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61839
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07033
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.801
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01189
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58493
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36759
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44947
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74354
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742372
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935762
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143583
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367489
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609344
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872333
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165573
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486125
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840732
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237556
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678088
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169807
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722149
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18056
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59365
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04342
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78386
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99607
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60938
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41753
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5716
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90885
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343956
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928732
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136022
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35934
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600559
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861797
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153252
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472595
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828473
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224026
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663001
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152905
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703124
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15849
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56966
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03902
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76661
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97916
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62261
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46735
¤(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6947
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14076
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336711
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921757
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128532
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351248
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591793
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852334
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140982
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459242
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816283
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210492
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647957
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136093
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684181
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13702
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54641
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04813
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74922
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96118
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63571
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51699
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81872
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3516
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329499
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914811
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12106
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343216
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583083
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842877
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128758
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448187
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804114
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197006
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632977
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119301
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665272
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11624
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52384
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05771
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73177
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94215
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64873
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56643
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9436
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56425
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322319
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503984
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113654
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335207
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574408
§(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833503
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116607
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437147
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791938
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183561
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617983
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102601
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646438
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0961
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52488
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06778
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73763
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92208
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66159
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61013
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06901
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77863
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315171
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496536
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106308
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32727
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565847
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824182
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104812
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426172
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779839
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170185
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60309
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085907
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627675
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07659
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53442
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07834
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75371
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90099
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67432
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64988
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19063
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.99467
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30826
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489122
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098987
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319389
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557321
(437.43, 14.14, 288.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814951
