¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.41461
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231097
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.402977
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587396
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795595
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021846
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265866
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524301
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80603
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115029
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483794
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893826
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324225
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772287
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22083
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.750655
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32222
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88088
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69857
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15173
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54246
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15446
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39849
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.73564
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.70904
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.68516
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.66398
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.64548
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.62964
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.61646
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.60593
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.59804
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.2243
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395693
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579575
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788042
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013659
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255592
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513124
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793825
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103153
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470615
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876082
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304442
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747452
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19333
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.727924
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29173
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84693
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69081
ð(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18457
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50715
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16054
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3376
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.57957
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.5533
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.52972
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.50881
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.49056
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.47495
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.46198
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.45163
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.44389
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217557
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388471
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572575
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780513
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005501
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245388
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502023
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781709
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091283
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457448
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858446
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284783
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72299
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166246
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705407
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26185
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81369
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68278
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18207
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47107
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16742
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26458
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.4288
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.40285
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.37956
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.35892
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.34091
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.32552
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.31275
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.30257
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.29498
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210872
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38131
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565634
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773014
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997376
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235256
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491003
Õ(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769681
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079423
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444292
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84092
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265256
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698898
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139585
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.683105
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2326
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78114
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6745
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18017
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43429
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17518
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19004
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.28317
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.25751
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.2345
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.21412
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.19634
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.18117
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.16858
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.15857
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.15114
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204245
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.374211
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55872
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765546
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989286
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225198
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480065
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757743
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067577
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431153
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823509
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245857
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675179
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113341
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.661024
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20396
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7493
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66596
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17878
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39687
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18379
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10605
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.1425
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11714
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.09439
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.07425
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.0567
À(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.04173
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02932
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.01947
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.01217
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.197675
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367175
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551832
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758107
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981227
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215212
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469206
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745894
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05574
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41803
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80621
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22659
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651825
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08751
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.63916
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17593
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72977
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65716
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17795
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35872
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17149
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02331
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.00663
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.98154
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95905
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93915
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92182
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90704
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.89481
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.88511
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.87794
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191164
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.360202
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544973
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7507
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97212
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2053
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458431
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734139
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043922
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404928
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789028
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.207457
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628839
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062092
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617517
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14851
í(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7162
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64812
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17768
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3199
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08862
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94176
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.8754
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.85058
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.82834
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.80867
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.79154
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.77695
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.76488
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.75533
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.74829
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.184711
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.353292
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538145
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743325
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963043
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195464
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447739
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722477
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032121
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391845
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771962
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18846
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606217
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039087
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596093
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12169
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7028
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63882
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17106
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28043
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00692
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86143
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.74868
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.72412
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.70211
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.68265
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.66573
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.65132
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.63941
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.63
(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.62308
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.178319
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346448
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531345
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735983
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954035
Ê(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185704
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437131
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710907
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020337
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378787
