¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722484
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54724
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33583
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53402
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30018
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324572
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303941
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361039
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570344
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794941
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048917
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374909
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733883
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130862
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576666
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110048
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.682336
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35079
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07186
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93692
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8675
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89344
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08027
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56703
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35989
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5639
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33828
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334873
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385499
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411203
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5568
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7804
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045853
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371687
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730326
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126801
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.580976
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114926
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678116
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36164
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06931
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93824
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8717
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83854
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09692
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5869
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38405
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5939
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37658
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323287
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478942
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465943
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543427
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766044
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042854
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36839
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72669
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122378
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585087
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119576
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680241
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37149
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0866
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93949
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87586
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80715
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12716
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60683
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40833
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62409
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41508
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311879
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503599
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547128
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58191
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751874
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03979
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365025
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722978
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117877
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588999
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123681
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.689179
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3691
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10642
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94069
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87997
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79317
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10884
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62685
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43271
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65438
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45378
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300542
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491547
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647858
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641233
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740168
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036662
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361589
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719187
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117704
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59271
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119689
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697874
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36663
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12593
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94182
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88405
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.779
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0903
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64696
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4572
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68485
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49265
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89452
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479642
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682786
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72456
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775069
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033472
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358086
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715321
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120827
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596218
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115619
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706321
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36408
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14513
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95428
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88808
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76466
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07157
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66718
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48178
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71541
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53172
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890368
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467943
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670249
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836034
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849915
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030217
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354511
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711378
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123768
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599524
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111467
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714512
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36146
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15935
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96829
›(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89206
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75014
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05262
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68741
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50646
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74613
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57096
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886269
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456342
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669558
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916046
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927122
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026901
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350871
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707247
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12653
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602628
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113087
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722447
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36546
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16017
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9821
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85846
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73544
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03349
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63594
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53122
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77693
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61038
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882221
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074145
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670647
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917238
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044677
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087159
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347163
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703763
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129107
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605526
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119815
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730127
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38108
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16094
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99571
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81553
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72058
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01787
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63974
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55609
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8079
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64998
—(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878226
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069867
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671751
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918417
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170935
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171599
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343388
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705909
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131504
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608221
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126317
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.737549
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39641
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16165
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00513
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77348
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70537
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05551
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64346
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58102
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83894
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6897
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874283
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070142
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672853
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919631
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186408
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274075
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346867
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707888
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133718
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610706
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132589
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741036
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41144
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16231
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00842
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73231
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68687
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07495
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64709
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60605
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87015
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72961
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870396
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070201
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282206
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920841
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187752
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411566
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439483
„(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709704
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135743
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606992
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.138626
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738378
(324.17, 7.18, 396.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42616
