¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93478
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.918475
„ (416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.889375
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.861659
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.8353
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.810279
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.786576
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.764173
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.791658
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.741942
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.723181
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.705797
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.724039
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.753524
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.786033
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.867026
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.950874
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 9.079506
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08636
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37016
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66791
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98055
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3091
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.908754
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.878381
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.849409
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.821812
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.795566
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.792221
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.835095
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.879626
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.097239
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.839243
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.820346
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.802841
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.812354
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.842659
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.874503
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.94997
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 9.03557
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96563
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2427
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53317
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.838
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15821
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4949
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.870087
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.839841
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.859876
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.900675
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.943088
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.987158
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.032925
ì(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.080434
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.129728
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.941108
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.921028
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.9034
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.90369
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.934855
(416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.96758
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5973
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85006
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12063
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40423
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70166
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01392
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34208
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68726
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.974412
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.014831
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.056869
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.100564
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.14596
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.193098
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.242022
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.292779
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.345417
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.580915
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38418
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80536
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11381
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29955
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49267
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73938
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00382
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2808
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57116
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87553
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19086
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52219
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89205
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103454
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.219842
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.264958
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.311821
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.360471
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.410957
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.463328
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.517635
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.573931
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.632272
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31853
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73498
É(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1826
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39269
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63328
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89185
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15862
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43784
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73056
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03768
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36021
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69928
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34296
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077805
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431114
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.485075
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.535397
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.587606
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.641759
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.697905
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.756101
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51085
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87002
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25421
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66607
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12114
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52486
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77366
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03386
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3063
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59172
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89103
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20519
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5353
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1321
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052063
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402952
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.718237
(416.61, 13.21, 329.43) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.772349
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676373
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19451
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72121
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12247
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45559
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81111
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19567
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67702
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19999
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66012
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91426
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18018
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45868
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75056
·(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05679
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37831
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92955
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59997
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026236
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374706
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756167
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175482
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638492
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15231
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70406
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07159
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40147
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81437
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26389
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75095
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25221
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7313
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05923
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33113
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61594
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91457
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22801
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73472
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38662
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09759
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000315
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346359
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72506
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141184
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600533
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11003
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67833
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06757
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45792
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87863
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33335
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82627
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30377
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78681
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2088
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48687
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77831
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.084
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54706
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18142
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87237
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974301
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31793
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693866
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106852
¸(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562504
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0677
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63097
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12398
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51858
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94406
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40412
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90302
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35651
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84359
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36307
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64762
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94599
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36609
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98379
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6528
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36552
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948228
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289454
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662629
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072443
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524408
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02536
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58362
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18136
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58031
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01067
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47615
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95465
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41047
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90172
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43254
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81357
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19131
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79166
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42693
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11815
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922125
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26093
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631363
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037984
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486313
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982979
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53756
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18329
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64313
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07842
(416.61, 13.21, 329.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54952
