¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.841624
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.614028
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.895514
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.201421
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.54243
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.93301
Ë (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.37227
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.886588
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.489703
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21664
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.13192
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.37907
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.96818
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.0281
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68164
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16026
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00541
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345777
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.613103
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.892916
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198573
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.544693
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.935521
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.379544
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.894813
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.502521
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23321
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.14941
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.39692
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.99097
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.05819
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68317
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83333
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9652
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.349806
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.610585
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.890165
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.195565
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.546706
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.937757
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.386436
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.902605
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.514757
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24899
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.16772
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.413
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.0115
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.08531
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68163
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78481
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9243
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.35127
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.607923
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887267
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.194993
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.548466
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.939712
® (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.392947
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.909967
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.526407
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26397
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.18493
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.42729
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.02975
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11106
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67701
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73371
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87036
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.348697
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.605129
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884213
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.196356
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.54997
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.941383
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.399067
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.916887
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.537458
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27814
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.201
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.43975
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.04569
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13502
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66929
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55333
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79277
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345994
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.60219
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.881011
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.19749
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.551225
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.944308
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.404798
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.924896
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.547916
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29149
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.21595
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.45041
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.05931
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1558
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65656
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48055
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71474
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.343166
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.599118
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.877656
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198394
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.552224
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.94906
§ (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.410135
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.933475
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.557766
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.30402
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.22975
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.45904
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.0706
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17339
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62777
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43825
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62224
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.340215
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.595906
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.877827
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199068
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.55297
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.95346
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.415079
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.941521
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.567005
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31571
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.24239
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.46498
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.07952
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18775
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59648
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.40571
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53061
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.337138
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.59256
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.87823
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.19951
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553456
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.957505
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.419623
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.949028
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.575627
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32656
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.25386
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.46902
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.08608
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19884
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.56271
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36029
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.4111
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.333936
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.58908
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.878425
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199724
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553694
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.961197
˜ (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.423771
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.955996
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.583633
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33657
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.26415
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.47118
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.09028
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19596
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52652
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31416
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34045
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.330611
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.585503
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.878409
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199706
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553677
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.964531
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.427517
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.96242
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.591014
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34571
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.27326
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.47151
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.0921
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18018
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47224
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.26733
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.26991
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.327164
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.585299
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.878183
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.19946
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.553499
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.967509
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.430862
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.9683
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.59777
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.354
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.28119
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.47638
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.09156
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16188
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41023
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21981
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1995
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.09771
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.323596
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.584901
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.877749
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198982
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.555841
 (336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.970125
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.433802
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.973626
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.603888
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36142
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.28791
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.47957
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.08863
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14107
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3481
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17163
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12922
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.00724
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.31991
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.584314
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.877105
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198273
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.557863
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.97238
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.436336
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.978398
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.609372
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36797
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.29343
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.48107
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.08333
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11777
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28589
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12281
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05909
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.91785
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.316102
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.583535
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.876252
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.197336
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.559558
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.974273
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.438464
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.982615
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.614221
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37364
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.29774
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.48088
(336.95, 7.11, 311.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.07565
