¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267622
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299906
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646852
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029665
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.45467
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928702
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459749
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06087
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73914
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55709
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60115
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64811
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05205
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01751
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30103
(375.17, 14.41, 299.94) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 20.62285
(375.17, 14.41, 299.94) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 20.65885
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.908574
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.055429
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211349
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.374735
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554249
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747056
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954653
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178764
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41703
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680596
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967824
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281997
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627151
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007893
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.430079
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.901464
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.429119
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02526
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69851
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47845
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51473
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46149
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85335
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38873
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62483
(375.17, 14.41, 299.94) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 20.48244
(375.17, 14.41, 299.94) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 20.51789
(375.17, 14.41, 299.94) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 20.60707
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.900422
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.046745
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.202483
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365133
Ò(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543956
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735997
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942738
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165894
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403468
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665854
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951741
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264384
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60777
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98648
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40619
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.874693
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399026
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.990297
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47709
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40104
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42998
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34302
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66133
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18344
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51291
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24742
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.892387
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.038187
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.19374
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.355674
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533818
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725103
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931005
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153221
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390118
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651344
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935916
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247058
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588708
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965426
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382815
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848384
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369465
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63027
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41198
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32499
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34687
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22769
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43799
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98512
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72702
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02417
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.884468
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.02975
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.184739
Ô(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346369
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523832
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714378
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919454
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140749
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376981
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637068
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92035
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23002
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569968
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944729
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359844
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.822536
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.340432
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58676
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.348
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25023
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26538
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1154
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20806
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79349
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32672
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61971
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.876666
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.021442
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175873
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337376
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703817
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908082
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12847
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364055
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623026
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905039
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213264
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551542
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924388
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.337276
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797149
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983574
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54412
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28508
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17687
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18544
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00609
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98566
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60828
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12873
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45105
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.868979
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013258
ç(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.167141
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328541
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504323
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693423
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896892
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11639
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351341
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609216
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889987
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196794
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533433
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904402
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315104
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405331
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948754
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50239
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2232
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10474
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10705
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89964
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77045
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42923
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93745
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48287
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.86141
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005198
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158544
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319864
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494798
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683197
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885883
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104507
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339166
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595638
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875189
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180607
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51564
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884767
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892048
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377663
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912146
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46152
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16237
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0339
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03016
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79601
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57403
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25609
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75266
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28514
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56896
í(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.853958
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.997264
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.150083
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.311346
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485427
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673136
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875054
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09282
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327239
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582293
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860649
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164702
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498162
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433475
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867705
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350513
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876266
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42149
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10261
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96434
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95478
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69511
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46136
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0886
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57403
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99778
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43768
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70425
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.846622
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.989457
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.141755
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302986
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47621
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663242
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.864406
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.081328
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315539
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569178
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84636
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14908
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021322
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411865
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843746
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323874
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841129
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38233
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04385
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89601
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88086
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59689
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35174
ö(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86155
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23871
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63799
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06114
(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48983
