¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾ (409.93, 12.57, 332.33) (426.17, 11.69, 304.81) (8.74, 8.42, 13.47) Truck 9.979362
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26894
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86892
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81123
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59031
»(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349617
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681132
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045182
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431156
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856894
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349769
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903312
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52822
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26461
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09473
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09593
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28059
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43099
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07052
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57351
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96641
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37554
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73572
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11256
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58228
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35353
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47982
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324109
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65311
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014334
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402026
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824594
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312299
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861148
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4804
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20695
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05011
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02446
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28196
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 15.42939
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 15.72427
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53324
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7636
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16712
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58992
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96092
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34935
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03953
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91016
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12405
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298498
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625036
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9834
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372809
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792271
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27467
Ê(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818846
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43251
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14917
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99779
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95207
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28264
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 14.84303
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 14.82455
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 14.80832
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 14.79433
(409.93, 12.57, 332.33) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 14.78257
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37634
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81267
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19624
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75194
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52231
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90424
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272806
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596841
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952399
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343493
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759791
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236956
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77639
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38443
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0912
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93049
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87874
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 14.05206
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 14.08049
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 14.11116
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 14.14407
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93559
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76241
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16802
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59455
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04352
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47418
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22332
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03279
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246991
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568603
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921318
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309807
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727262
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19911
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733884
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3363
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0331
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86312
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80459
Ö(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.82188
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.8488
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.87791
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.90921
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.94275
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 14.10035
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96617
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38332
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82225
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28461
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93473
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72161
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6409
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221134
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540278
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890172
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275397
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694701
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161149
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691218
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28808
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97491
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79563
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72962
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.60096
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.62647
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.65411
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.68391
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.71589
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3714
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81439
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24004
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68844
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16128
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80522
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61004
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21237
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195222
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511917
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859011
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240968
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662034
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123115
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648496
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23978
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91662
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72813
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67203
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.38882
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.41299
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.43926
Ñ(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.46764
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.49816
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31149
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75489
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17283
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61793
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08729
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69107
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50934
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37404
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169278
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483478
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827731
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206472
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625084
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084991
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605725
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19144
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85825
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66301
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59924
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.30442
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.29221
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.28201
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.2738
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.28908
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25347
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72558
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10822
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55021
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01616
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5564
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41195
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26858
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143284
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455065
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796498
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172018
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586861
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046761
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562895
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14308
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79989
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60315
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52921
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.43026
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.41815
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.40806
(409.93, 12.57, 332.33) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 13.39998
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60211
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19735
µ(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69851
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0743
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48509
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94785
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43624
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29762
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16666
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117236
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426553
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76521
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137496
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548625
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0085
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520007
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09465
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74487
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54311
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45907
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57266
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98256
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18785
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98911
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55142
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14304
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67358
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04835
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4414
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88237
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36741
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15928
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06825
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091121
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39801
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733908
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10299
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510398
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965277
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477083
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04626
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68987
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48297
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38881
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41614
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8699
