¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(338.94, 6.97, 314.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865754
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410818
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701103
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105465
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547869
•(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019316
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547322
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28529
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12159
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39524
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51218
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57809
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72762
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05355
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62675
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52306
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85301
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089042
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248415
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427691
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641129
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870228
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116794
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38288
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670835
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096422
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542927
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013801
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551178
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30283
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14219
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47464
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54946
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62037
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76372
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09611
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67759
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58488
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92978
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.32523
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.36953
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.41694
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.57061
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.58461
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.60156
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087818
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234618
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407079
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619005
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846487
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091224
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355296
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640954
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086979
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537947
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008255
¤(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565969
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3201
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1788
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55435
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58688
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65736
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80019
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13911
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72899
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64741
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0075
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.53909
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.59815
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.63416
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.67295
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.87764
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92228
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.96983
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075734
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221182
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386708
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597155
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823019
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065982
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328011
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611446
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077174
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53296
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002684
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580379
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33699
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26549
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63442
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62446
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68902
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83707
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18256
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78098
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7107
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92749
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.04976
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.02877
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.12135
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.10974
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.10069
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.09421
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.09027
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.0889
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063233
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208041
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366569
š(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575587
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799836
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041035
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301086
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582306
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066977
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527893
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997034
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594376
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35356
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35186
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69567
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66217
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72102
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87235
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2265
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83357
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77473
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1659
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.22994
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.93995
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.19485
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.15358
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.14193
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.13286
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.12636
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.12242
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.12103
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051065
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195191
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347354
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554267
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776965
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016395
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27453
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569796
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056384
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522779
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991343
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608014
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36975
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43789
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72824
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69997
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75169
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90036
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27087
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88674
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83954
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2466
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.25037
ª(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.23192
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.1885
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.17682
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.16773
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.16121
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.15724
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.15585
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039159
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182686
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334175
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533193
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754335
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992086
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248282
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56014
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045435
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517667
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98561
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621216
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38562
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52344
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76093
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73598
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77413
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93854
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31575
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94044
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.71047
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.68082
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.6553
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.97154
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.99087
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.22614
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.21444
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.20531
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19876
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19479
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.19338
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027596
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170516
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321293
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512349
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732018
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968041
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222385
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550222
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034139
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512493
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979843
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633999
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40109
´(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60847
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79366
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75421
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79678
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97693
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36107
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99476
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.59228
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.56779
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.43723
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.41753
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.40047
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.26653
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.25479
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.24564
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.23907
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.23507
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.23365
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016297
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158592
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308772
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49179
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709935
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94433
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196794
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539957
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022471
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507285
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976949
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646368
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41621
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69301
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81021
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77237
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81968
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01559
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40682
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.65826
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.61749
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.58914
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.48086
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.4611
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.44398
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.30971
(338.58, 7.04, 315.16) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.29793
