¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(399.34, 12.28, 329.78) (423.04, 11.69, 306.92) (15.00, 8.42, 9.26) Truck 20.79889
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676545
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8334
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988639
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.158926
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383051
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583585
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782468
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054001
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291529
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566619
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866629
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20297
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534765
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950428
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353441
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874804
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44877
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.214
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05679
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17479
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77555
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7142
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 23.34391
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 23.45088
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 23.56236
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672031
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834198
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989482
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154204
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375401
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580752
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779451
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040803
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282894
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549075
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850685
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179551
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509992
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.91619
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.313848
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824543
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3891
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13821
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97211
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07182
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63781
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39963
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 22.7176
Á(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 22.81833
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 22.9234
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667561
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835196
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990539
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155323
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367837
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578186
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776718
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027713
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274606
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531713
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835164
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156401
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485789
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882654
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274742
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775269
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33053
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0638
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88872
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97033
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50243
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09341
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 22.65281
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 22.65279
(399.34, 12.28, 329.78) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 22.65615
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663134
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836395
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991808
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156669
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360357
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575883
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774265
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014733
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266666
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514537
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82006
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133516
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.462156
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849816
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236121
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726962
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27304
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99076
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8066
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87033
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36938
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40485
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.62139
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658751
º(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837795
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993291
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15824
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352963
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573845
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772095
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001866
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259069
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500986
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805373
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110902
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439085
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817665
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197984
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679615
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2166
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91906
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72573
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77178
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23861
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23492
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.47318
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.52111
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.57249
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654413
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839397
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994985
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160038
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345657
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572073
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770208
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98911
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251819
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49322
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791103
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088553
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41657
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.786196
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160325
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.633208
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1612
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84868
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64609
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67467
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1101
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06825
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.33009
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.37725
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.42783
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65012
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836187
»(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996894
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162061
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.338439
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570563
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7686
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98002
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244912
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485822
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777246
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066472
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394609
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755399
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126374
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587732
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10683
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7796
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56768
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57899
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9838
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90476
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.19197
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.2384
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.28822
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645872
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831635
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999017
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16431
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339944
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569201
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767275
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978605
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238347
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478791
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7638
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04951
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373199
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725269
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093567
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543171
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05348
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7118
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49048
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48472
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85966
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74439
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.24921
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.27245
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.29891
(399.34, 12.28, 329.78) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 21.32864
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64167
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827133
¥(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001352
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166787
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342573
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561592
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766231
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977491
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232122
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472126
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750761
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035458
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352329
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695797
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061487
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49951
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00112
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64525
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41446
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39184
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73766
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58707
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98859
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.642242
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822681
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003901
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16949
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345443
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55408
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765469
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976679
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226238
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465827
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738132
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021846
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332004
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666979
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030128
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456742
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94974
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57993
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33962
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30033
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61777
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43274
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59179
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64426
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818279
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006665
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172418
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348555
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546666
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764987
‹(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976165
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220696
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459894
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725908
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008672
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312213
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638807
(399.34, 12.28, 329.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.999479
