¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.68541
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.146068
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.127127
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.10948
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.080506
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.065434
É(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.051619
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.039048
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.027713
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.017605
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.008716
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.00104
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.994571
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.001773
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.997696
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.994817
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.993134
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.992642
(331.29, 7.47, 368.29) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.93619
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143574
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349917
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570645
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803745
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055059
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326763
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62144
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938928
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28107
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.308709
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.284205
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.261076
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.239302
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.218865
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.19975
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.181943
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.165429
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.150196
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.136231
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.123525
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.112066
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.10185
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.092862
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.085102
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.078561
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.073235
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.069119
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.066212
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.064507
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.06401
(331.29, 7.47, 368.29) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 8.007049
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144711
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351165
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570672
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803734
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055057
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326755
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621414
Ö(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941339
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283712
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.38491
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.360178
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.336831
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.314853
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.294226
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.274931
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.256957
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.240287
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.224911
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.210814
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.197988
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.18642
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.176105
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.167032
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.159197
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.152593
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.147214
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.143057
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.140118
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.138395
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.137889
(331.29, 7.47, 368.29) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 8.080403
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145888
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352385
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570701
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803759
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055042
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326797
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621465
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942075
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286458
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.463797
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.438828
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.415258
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.393069
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.372243
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.352764
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.334615
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.317785
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.302259
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.288026
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.275075
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.263395
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.252979
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.243816
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.235904
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.229233
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.223801
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.2196
Ç(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.216628
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.214886
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.214371
(331.29, 7.47, 368.29) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 8.156341
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147062
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353692
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57077
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803838
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055182
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326908
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621588
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942212
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289294
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.545475
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.520261
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.496458
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.474051
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.453018
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.433347
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.41502
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.398023
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.382343
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.367968
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.354887
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.34309
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.332569
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.323315
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.315322
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.308582
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.303092
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.298847
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.295844
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.294081
(331.29, 7.47, 368.29) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.293555
(331.29, 7.47, 368.29) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 8.234962
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148277
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35418
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570894
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804004
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055351
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327087
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62176
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942388
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292258
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.630042
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.604574
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.580531
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.557898
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.536654
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.516782
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.498268
Æ(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.4811
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.46526
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.450737
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.437524
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.425606
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.414976
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.405625
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.397549
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.390738
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.38519
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.380898
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.377861
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.376076
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.375541
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.316364
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149531
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354359
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571082
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804191
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055523
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327318
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622009
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942659
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292778
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6236
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.691886
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.667595
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.644726
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.623261
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.603184
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.584478
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.56713
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.551125
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.53645
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.523098
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.511055
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.500313
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.490863
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.482699
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.475815
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.470206
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.465867
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.462793
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.460986
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.460442
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.40066
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150797
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35458
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57134
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804457
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05582
Í(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327603
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622342
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943044
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293161
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620415
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.782313
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.757764
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.734653
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.71296
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.692669
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.673764
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.656229
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.640054
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.625223
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.611726
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.599551
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.588693
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.579143
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.570889
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.563928
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.558255
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.553866
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.550756
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.548925
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.54837
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.487962
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152112
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354845
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571616
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804762
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056153
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327988
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62274
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944541
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298449
(331.29, 7.47, 368.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618414
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.875983
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.851169
(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.827805
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.805875
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.785362
(331.29, 7.47, 368.29) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 8.76625
