¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16547
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748665
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150549
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.613337
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1062
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53262
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99563
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54934
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1405
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79856
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52878
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2292
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62512
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50007
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48158
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5902
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57245
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77315
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81873
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79135
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894711
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123515
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353936
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658338
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005532
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425459
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.784413
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196397
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.658499
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13831
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5605
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0419
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59442
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19044
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85579
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56248
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26656
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04362
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53876
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52509
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63951
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61735
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93402
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91961
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93334
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921927
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143376
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391076
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698789
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065727
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458503
Æ(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820467
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242609
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704046
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16436
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58885
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08877
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64016
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24113
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92329
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.597
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30484
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0783
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57865
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56993
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69029
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77834
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04706
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96556
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31228
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949263
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163488
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428496
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739563
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126425
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.491818
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856831
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289192
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749981
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19083
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61767
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13624
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68655
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29342
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98856
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63233
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34403
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11399
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61967
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6161
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74261
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94351
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16234
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0142
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48459
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97486
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183851
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466192
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780657
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187609
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5254
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898005
Å(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333315
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796298
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21773
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66095
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18169
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7336
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34705
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02252
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66849
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38193
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15069
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6619
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66363
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79647
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08782
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20983
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06566
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40686
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994202
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21212
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504158
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822064
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218832
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559244
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940816
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375557
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842997
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24505
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70507
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22491
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78133
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40147
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05601
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70547
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41585
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1884
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70529
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7125
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85189
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15121
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2431
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11139
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33186
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013776
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24728
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542394
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871764
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25016
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593353
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983928
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41812
Ê(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.87392
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27281
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74973
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26871
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83023
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46326
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09026
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74329
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45068
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22714
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74991
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76273
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90892
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21642
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27197
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14269
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49386
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033578
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282669
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580894
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927678
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.281716
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627722
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.027339
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461004
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.899876
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3077
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79494
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31312
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88059
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52449
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12526
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78144
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48643
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26692
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79576
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81437
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96749
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2835
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30323
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22329
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6961
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053614
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318286
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619655
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983949
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313499
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662349
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068582
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.504203
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926224
Æ(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34928
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84068
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35812
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93165
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56259
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16102
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81695
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52311
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30748
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8428
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86739
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02772
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35246
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33696
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37123
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97198
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073875
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35412
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658676
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02227
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345504
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697495
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108055
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547715
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952964
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39134
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88273
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40384
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9834
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59579
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19754
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85093
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56072
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34892
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8911
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9218
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08954
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42329
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37315
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52354
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50867
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10708
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390173
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697948
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051929
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37773
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737656
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.147791
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591537
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980101
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43388
µ(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92468
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45121
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03852
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62967
