¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.060385
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212296
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810776
ƒ(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54978
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42712
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57147
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32931
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74838
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20114
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43822
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52407
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.55485
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819796
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029733
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26643
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523492
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803589
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109928
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446337
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816792
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22797
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698891
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229298
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830145
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57956
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44984
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62632
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35103
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75789
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20981
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42668
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50398
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828116
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040533
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27813
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536236
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817523
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125189
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463148
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830425
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245028
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713849
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246149
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849325
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60804
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47217
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6803
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37059
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77922
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21742
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41484
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49303
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836463
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051314
‚(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289856
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548991
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831435
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140446
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479342
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844056
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261985
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730917
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262876
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86835
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62675
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4941
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73328
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38792
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81529
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.224
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4027
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48251
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844818
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062081
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301529
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561666
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84532
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155668
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491667
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857653
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278873
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749819
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279475
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88963
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64511
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51567
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78528
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40301
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84924
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22951
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39023
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47248
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853224
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072817
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313136
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574323
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859127
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170386
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503917
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87224
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295684
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768638
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300319
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913871
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66315
‚(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53682
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81417
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41586
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8809
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23396
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3775
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45237
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86157
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083471
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324752
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586975
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872927
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181508
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516142
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887258
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312433
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787421
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321445
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930925
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68083
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55755
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81081
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42637
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88929
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2373
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36444
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42375
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870616
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094143
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336291
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599561
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88653
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192588
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528328
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902173
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32904
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806068
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34251
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951868
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69816
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57787
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80654
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43468
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89309
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23964
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35113
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39558
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880418
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104745
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34784
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612087
ƒ(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896598
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203663
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540479
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917006
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345584
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824608
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362419
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972542
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71957
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59775
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80133
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44065
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89437
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2392
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3375
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36792
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890203
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115316
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3593
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624603
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906633
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214657
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55257
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931755
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362038
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843061
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376337
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992973
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7432
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61726
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79519
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44436
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89317
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21832
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32361
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34073
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899908
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125844
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370757
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633999
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916666
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225602
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564614
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946404
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378385
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86138
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390132
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01309
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76656
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64454
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78811
„(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44573
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88941
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19639
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30671
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31401
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909609
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136336
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382142
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643133
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926623
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236476
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576615
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960997
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394637
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878084
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403809
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03299
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7896
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67382
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79133
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44484
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8832
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1733
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27168
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28779
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91925
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146765
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391198
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65217
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936493
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247338
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588521
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975449
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410745
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890162
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417384
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05258
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81234
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70406
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82773
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44161
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87447
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14916
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2364
(335.21, 7.15, 312.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24977
