°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.688507
ü (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.763309
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.760193
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.757643
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.755656
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.754231
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.753367
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.753064
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.753321
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.754139
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.755517
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.757458
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.759962
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.763031
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.766669
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.770876
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.775657
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.781016
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.786955
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.793481
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.800597
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.80831
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.816624
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.825547
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.835087
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.845248
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.856042
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.867475
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.879556
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.892296
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.905705
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.787635
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.782435
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.779368
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.776869
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.774937
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.77357
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.772766
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.772526
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.772849
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.773735
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.775185
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.7772
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.779782
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.782933
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.786654
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.790949
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.795821
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.801274
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.807311
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.813938
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.821159
ü (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.828981
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.837408
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.846448
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.856108
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.866395
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.877317
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.888883
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.901102
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.913985
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.927541
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.806887
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.802279
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.799263
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.796818
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.794943
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.793636
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.792895
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.79272
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.793112
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.79407
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.795595
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.797689
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.800352
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.803587
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.807397
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.811784
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.816751
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.822303
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.828442
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.835176
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.842507
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.850442
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.858987
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.868149
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.877935
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.888352
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.899408
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.911114
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.923477
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.936508
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.950218
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.826881
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.822855
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.819894
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.817506
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.81569
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.814446
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.813771
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.813665
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.81413
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.815163
ü (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.816767
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.818943
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.821691
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.825015
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.828917
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.8334
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.838466
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.844121
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.850368
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.857212
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.864658
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.872712
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.881381
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.890669
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.900587
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.91114
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.922337
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.934189
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.946702
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.959888
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.973758
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.847666
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.844182
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.841278
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.838949
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.837198
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.836019
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.835413
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.83538
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.835919
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.837032
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.838718
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.840979
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.843818
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.847235
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.851233
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.855815
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.860986
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.866749
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.873108
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.880067
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.887633
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.895812
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.904609
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.914031
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.924086
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.934781
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.946126
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.958128
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.970799
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.984147
û (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.986929
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.869705
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.866278
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.863433
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.861168
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.859482
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.858373
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.857839
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.857882
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.858501
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.859696
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.861469
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.86382
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.866751
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.870266
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.874365
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.879052
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.884331
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.890207
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.896683
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.903763
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.911455
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.919762
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.928694
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.938255
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.948453
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.947668
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.934964
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.922925
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.91154
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.900803
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.890704
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.892527
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.88916
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.886379
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.88418
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.882563
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.881526
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.881069
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.881191
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.881893
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.883175
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.885038
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.887484
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.890512
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.894128
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.898333
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90313
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.908523
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.914516
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.921114
ó (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.928321
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.924762
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90922
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.89438
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.880229
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.866755
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.853948
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.841797
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.830565
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.838146
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.846332
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.85513
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.916156
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.912851
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.910135
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.908005
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.906461
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.905501
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.905124
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.90533
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.906118
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.907491
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.909449
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.911992
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.915124
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.918846
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.923161
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.918447
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.899904
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.882112
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.865057
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.848722
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.833095
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.818162
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.806292
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.81094
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.81617
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.821985
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.828391
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.835392
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.842993
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.8512
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.860019
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.940609
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.937371
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.934724
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.932667
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.9312
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.93032
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.930026
(430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.93032
ò (430.58, 12.48, 341.67) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.9312
