¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“ (432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650189
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711574
÷(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083748
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549614
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07647
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6392
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90856
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94298
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92472
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90815
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89324
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88001
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.86842
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85848
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85017
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.8435
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83844
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83501
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.8332
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83301
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83443
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83747
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84213
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84842
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405774
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633149
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878284
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139877
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418694
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72137
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024486
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351179
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706957
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095812
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558341
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08622
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61834
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88659
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.82449
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.80417
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.78554
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.76858
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.75327
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.7396
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.72757
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.71717
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.70838
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.7012
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69563
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69166
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.68928
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.68851
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.68932
ê(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69174
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69575
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404159
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631366
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876369
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138935
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417659
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720009
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020717
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347066
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702485
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092483
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567104
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09602
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59849
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86563
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.73453
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.71437
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69587
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.67902
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.66382
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.65025
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.6383
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.62796
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.61922
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.61208
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60654
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60257
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.6002
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.59941
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.6002
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60257
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60653
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402476
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629574
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874416
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138023
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416697
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716611
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017052
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343083
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698116
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096268
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575935
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10586
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57954
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.71387
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69075
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.66931
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.64955
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.63144
ø(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.61498
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60015
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.58693
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.57533
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.56533
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.55692
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.55009
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.54485
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.54119
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.5391
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.53859
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.53964
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.54228
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400788
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62776
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872451
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137044
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415728
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713338
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013465
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339199
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695367
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102472
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584717
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1157
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56158
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.67884
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.65579
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.63442
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.61472
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.59667
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.58025
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.56547
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.55229
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.54072
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.53075
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.52236
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.51556
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.51033
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50668
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50459
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50408
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50513
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50774
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399085
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625923
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870486
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134921
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414739
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710148
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010032
ú(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335447
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697481
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108655
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593599
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12559
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54458
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.67533
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.65117
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.62871
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60792
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.58879
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.5713
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.55544
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.5412
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.52857
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.51754
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50809
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50023
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.49395
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.48923
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.48609
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.48452
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.4845
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.48606
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397384
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624099
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868494
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132757
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413769
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707039
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006687
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332994
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699703
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114777
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602493
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13549
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52851
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.68529
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.66111
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.63863
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.61781
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.59866
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.58116
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.56529
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.55103
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.53839
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.52734
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.51789
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.51003
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50374
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.49902
â(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.49587
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.4943
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.49429
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.49584
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395665
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622234
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866488
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13059
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412803
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704049
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003442
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335089
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702038
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1209
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611394
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14549
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51338
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.71753
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.69209
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.66837
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.64634
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.62598
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.60728
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.59022
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.57479
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.56098
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.54878
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.53818
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.52917
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.52175
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.5159
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.51163
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50893
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.5078
(432.55, 15.14, 247.57) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.50823
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393912
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62036
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86449
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128379
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41188
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70119
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001017
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337299
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704424
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12698
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620345
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15546
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49918
(432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76105
