¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.60352
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.614453
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.602158
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.590484
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.579419
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.56896
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.55909
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.549807
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.541107
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.532977
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.525408
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.5184
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.511949
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.506042
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.500681
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.49586
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.491576
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.487824
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.484604
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.481908
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.47974
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.478097
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.476978
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.476377
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.476299
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.476743
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.721259
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.704761
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.688964
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.673847
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.659407
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.64562
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.632485
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.619985
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.608109
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.596855
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.586202
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.576154
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.566692
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.557814
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.54951
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.541776
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.53461
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.527998
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.521936
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.516426
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.511459
ë(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.50703
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.503137
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.499779
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.496953
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.494652
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.492881
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.491636
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.490915
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.490718
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.491042
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.748379
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.731565
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.715458
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.700046
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.685312
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.671248
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.657838
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.645076
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.632944
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.621438
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.610542
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.600257
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.590566
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.581466
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.572949
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.565005
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.557631
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.55082
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.544568
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.53887
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.533718
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.529109
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.525047
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.52152
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.518529
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.516068
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.514143
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.512744
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.511878
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.511536
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.511723
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.785656
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.768362
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.751827
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.736003
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.72087
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.706417
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.692632
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.679506
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.667025
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.655178
ê(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.643953
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.633347
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.623343
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.613941
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.605134
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.596907
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.589257
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.582182
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.575668
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.569715
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.564321
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.559482
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.555184
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.551437
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.548229
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.54556
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.543427
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.541834
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.540772
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.540243
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.540253
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.839113
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.820114
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.802908
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.786438
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.77068
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.755624
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.741261
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.727573
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.714547
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.702176
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.690448
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.679348
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.668872
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.659013
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.649757
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.6411
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.633041
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.62556
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.618654
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.612329
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.606569
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.601374
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.596735
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.592654
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.589126
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.586144
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.583711
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.581824
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.58048
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.579679
Ó(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.579436
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.930285
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.901587
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.882904
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.865026
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.847917
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.831578
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.815992
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.801124
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.786977
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.773525
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.760765
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.748675
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.737251
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.726482
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.716352
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.70685
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.697968
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.689716
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.682057
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.675004
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.668546
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.662678
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.657388
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.652683
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.648546
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.644982
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.641984
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.639553
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.637682
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.636377
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.635689
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263969
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456821
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665255
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891143
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136732
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404718
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698152
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020913
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372392
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771935
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215725
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712666
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275043
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805157
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.886977
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.862024
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.843875
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.828576
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.815196
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.803272
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.792555
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.782898
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.774212
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.766421
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.759464
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.753292
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.747893
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.743227
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.73927
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.736002
(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.73376
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253278
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445301
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652757
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877569
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121953
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388535
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680429
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001395
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353151
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749407
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188759
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682252
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24049
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789127
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29761
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6692
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0703
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50392
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62321
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65374
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68599
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72015
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75629
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79441
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83458
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87677
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92105
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96745
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01602
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06677
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11982
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242597
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433759
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640277
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864045
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107211
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372464
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662792
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981944
†(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333981
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725451
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161879
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651972
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206105
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773382
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27437
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64419
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04336
