¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58673
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852962
Ú(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421102
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06882
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81437
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85385
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15089
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5002
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.37613
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70295
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33044
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.75685
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.313786
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496649
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694083
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908225
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140053
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889222
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209268
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561659
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951535
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385107
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87887
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450584
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10257
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84932
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87597
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22292
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56187
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.69966
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.71658
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31851
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72319
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320816
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.504424
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702567
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917396
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614074
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902725
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224107
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578005
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96968
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405354
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904812
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480013
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1363
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88777
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89746
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29361
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62138
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18187
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72786
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.30642
Ù(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.69012
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327871
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51213
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711078
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369576
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628562
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918577
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238883
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594369
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987806
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425611
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93069
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509427
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16247
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92608
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91825
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36294
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67872
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72733
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73677
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29418
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65698
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.334949
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51974
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148382
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380301
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643033
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934419
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253679
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610701
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005963
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445818
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956504
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538796
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18676
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96425
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93853
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43029
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73378
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34977
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72709
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.28177
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.61199
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342049
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942845
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158339
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391054
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657548
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95028
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271042
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626995
ò(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02405
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466034
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982316
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560854
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21091
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00222
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98367
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46864
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7865
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58516
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70208
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.26921
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.5683
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751323
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952087
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168344
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402678
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672003
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966117
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288484
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64334
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04211
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488059
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008039
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581912
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23498
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03996
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02857
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50518
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83687
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61874
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87848
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25651
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.52592
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759968
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961384
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178334
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41597
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686527
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981973
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305888
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662581
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060156
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510778
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026911
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602864
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25897
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07751
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07325
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53992
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88478
ï(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65002
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55658
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.24365
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.48483
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76863
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970686
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188377
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42924
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701015
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997853
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323343
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681811
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078428
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533484
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045267
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623718
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28281
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11485
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11087
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57285
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93017
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67899
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14283
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23065
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4452
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777297
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980014
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198452
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442525
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715482
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013726
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34079
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701047
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09979
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549835
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063552
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644466
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30658
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15191
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14062
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62668
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97303
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72142
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11273
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.51238
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41164
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785993
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989379
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208523
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455812
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72998
û(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029571
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358221
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72031
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120992
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56663
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081736
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665091
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33021
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18879
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17001
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7002
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01332
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73683
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08299
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30136
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.37924
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7947
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998761
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21868
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469095
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744442
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045434
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375633
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73957
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136954
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586638
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099792
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685637
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36065
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21849
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19905
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77284
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05096
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75122
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07706
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27089
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.80869
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803433
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008135
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228786
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482345
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75893
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061273
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393089
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758284
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152888
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606587
(334.93, 7.14, 313.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119069
