¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(334.62, 7.47, 359.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.60957
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342409
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573724
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831389
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114401
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447278
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814057
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208269
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627927
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113706
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.653453
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19492
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79916
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49536
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2865
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23436
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36249
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67768
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2557
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33722
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08174
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.29936
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.27664
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.25728
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.24127
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.2286
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.21925
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.21324
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.21053
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.21115
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933031
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130391
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342311
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573011
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830615
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114198
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447054
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813812
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209344
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62961
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115592
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657797
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19967
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8045
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50016
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29199
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2368
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35914
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68821
á(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35593
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32875
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07233
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.27949
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.25678
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.23744
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.22145
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.20879
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19946
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19345
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19075
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19137
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932979
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130335
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342251
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572303
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829847
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113916
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446744
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813467
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210401
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631222
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.117393
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662214
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20451
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80994
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50505
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29759
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23931
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35579
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69882
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26649
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3202
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06324
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.26297
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.24029
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.22096
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.20498
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19234
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18301
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17701
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17431
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17493
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932961
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130316
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34223
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571599
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829085
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113554
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446346
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813027
Ä(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211444
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632757
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119111
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66507
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20944
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81549
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51003
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30329
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24187
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35244
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6879
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26822
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31158
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05445
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.2498
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.22713
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.20782
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19185
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17922
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1699
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16389
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16121
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16182
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932976
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130332
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342248
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570899
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828327
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11311
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445858
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81249
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212471
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634215
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120744
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666908
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21447
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82114
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5151
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3091
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24447
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61802
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6926
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26987
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30289
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04597
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.23996
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.2173
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.198
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18204
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16941
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1601
¶(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15411
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15142
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15203
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933025
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130384
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342304
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570416
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827575
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112589
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445285
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811855
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213482
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635597
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122291
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668651
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21958
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8269
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52026
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31501
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24714
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3503
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69738
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27143
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29412
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03782
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.23346
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.2108
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19151
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17556
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16293
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15362
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14763
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14494
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14556
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933108
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130474
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3424
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57052
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826828
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111987
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444623
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811126
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214479
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636904
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123754
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670299
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22479
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83276
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52551
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32102
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36478
à(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35603
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70224
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27291
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28529
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02995
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.23027
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.20763
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18833
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17238
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15976
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15045
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14446
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14177
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14239
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933226
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130599
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342534
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570665
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826087
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111307
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443875
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810297
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215461
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638133
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12513
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.67185
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23009
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83872
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53085
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32714
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24759
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36174
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70718
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2743
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.28039
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02242
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.23041
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.20776
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18847
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17252
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15989
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.15059
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14459
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14191
(334.62, 7.47, 359.45) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14253
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933377
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130761
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342709
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570852
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825352
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110547
½(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44304
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809376
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21493
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639287
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126419
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673304
(334.62, 7.47, 359.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23548
