°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34756
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.49569
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48827
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48332
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48083
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586546
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769217
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965157
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181589
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41395
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665497
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938658
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236291
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57321
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940063
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345576
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796122
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24913
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790009
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36189
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01317
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88112
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86351
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15631
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54788
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22384
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48318
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.46097
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.44127
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.42405
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.40933
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.39707
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.38728
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37994
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37505
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37261
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611893
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767918
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964332
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179695
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411904
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663279
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936245
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233658
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569192
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.935633
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340668
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.790654
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247144
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78778
Ù(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35387
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02423
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90466
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87039
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13646
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52423
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19511
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37781
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.35576
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33622
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.31915
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.30454
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.29239
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.2827
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.27544
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.27061
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.26821
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72515
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839766
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962855
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177841
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409899
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661107
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933883
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23108
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565212
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931245
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335804
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785238
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245256
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78566
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3463
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0354
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91217
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87738
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11697
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50093
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16682
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.27619
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.25431
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.23491
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.21798
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.2035
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.19145
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18184
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.17465
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16988
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16753
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576588
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874692
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091675
À(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226332
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407937
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658979
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931571
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228556
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561268
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926898
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330991
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778467
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.243467
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78365
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33919
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04668
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91824
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93276
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09771
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47796
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13898
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.17823
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.15651
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.13726
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.12045
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.10609
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.09414
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.08462
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.0775
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.07279
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.07047
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.575726
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.760207
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958231
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421394
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519862
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67707
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929307
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226086
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.557364
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922593
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326222
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.77107
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241776
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781751
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34471
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05807
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9244
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91664
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0788
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45541
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11156
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.08384
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.06227
‚(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.04316
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.02648
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01222
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.00037
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99093
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98388
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97922
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97694
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574901
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759321
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957281
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169954
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399234
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.857895
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020448
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223671
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553499
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918333
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321502
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.763925
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240183
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779963
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35476
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06958
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93065
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90079
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06018
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43315
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0846
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99292
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9715
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95252
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93596
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9218
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91005
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90068
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8937
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88909
(330.49, 7.53, 366.81) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88686
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57411
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758474
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956369
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1689
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398095
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646009
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940661
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405357
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617647
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914114
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316829
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757029
˘(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238689
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778282
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3649
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0812
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.937
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8852
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04179
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41129
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05807
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90538
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8841
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86525
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8488
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83475
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82309
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8138
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80687
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80232
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80012
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573355
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757666
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955502
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167892
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397006
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644831
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916521
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216731
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651933
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084808
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341963
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755518
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237293
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776716
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37514
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09292
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94344
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86982
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02375
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38976
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03198
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82115
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.80002
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.78128
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76495
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.75099
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.73941
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.73019
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.72333
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71882
(330.49, 7.53, 366.81) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71666
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572638
¿(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756895
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954674
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166929
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395967
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643706
