¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5766
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183243
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414541
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65675
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909877
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181414
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489968
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826061
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196216
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598929
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046426
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.555611
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12485
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76859
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51807
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38512
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36925
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55237
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99926
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89935
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09498
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.89157
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86998
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.85124
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.83535
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.8223
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.81207
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.80465
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.80005
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.79825
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.79926
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964693
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179572
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410344
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652211
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905202
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176346
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484808
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820458
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190125
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592385
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039438
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547742
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11587
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75797
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50549
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36912
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35041
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52809
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96393
ï(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85099
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03466
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.82797
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.80645
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.78778
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.77195
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.75895
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.74875
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.74137
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.73678
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.735
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.73601
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961267
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175878
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406151
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64768
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900576
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17133
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479657
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814874
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184042
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585886
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032464
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.539876
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10691
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74731
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49295
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35312
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33162
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50389
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93025
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8029
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97473
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.76758
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.74614
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.72753
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.71176
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.6988
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68865
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68129
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.67672
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.67495
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.67596
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957819
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172161
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401968
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643155
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895998
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166368
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474516
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809309
á(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177973
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579435
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025505
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532017
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09795
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73705
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48043
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33714
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3129
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47979
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89672
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75509
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91515
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.71037
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68899
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.67045
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.65473
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.64181
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.63169
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62437
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61982
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61805
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61907
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954347
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168419
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397789
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638638
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891469
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161585
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469381
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80376
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171912
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573028
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018557
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524162
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08902
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72689
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46795
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32117
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29422
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45577
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86335
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70753
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85595
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.65628
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.63497
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61649
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.60081
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.58794
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.57786
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.57055
À(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.56602
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.56427
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.56528
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950856
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164656
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393618
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63413
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886991
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156891
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464259
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798233
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165867
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566669
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.011625
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516316
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08009
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71676
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4555
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30543
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27562
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43186
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83014
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66021
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79706
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.60527
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.58403
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.5656
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.54997
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53714
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52709
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.5198
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.51529
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.51355
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.51456
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.947345
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160872
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389456
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629632
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882561
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152207
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459146
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792727
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159833
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560357
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004709
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50848
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07118
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70666
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44309
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28994
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25707
ğ(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40803
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79709
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61319
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73859
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.5573
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53612
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.51774
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.50216
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.48936
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.47934
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.47208
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.46759
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.46585
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.46687
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943814
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157067
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385303
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625143
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878183
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147534
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454045
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.787243
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153814
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554094
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99781
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.500653
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0623
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69659
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43072
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2745
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23859
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38431
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76421
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56643
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68049
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.51235
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.49121
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.47289
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.45735
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.44459
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.43459
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.42735
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.42287
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.42114
(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.42216
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940264
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15324
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381161
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620665
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873857
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142871
Ñ(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448956
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781781
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147811
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54788
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99093
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.492836
