¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6518
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.560762
¿(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.559097
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.558261
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.558257
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.55908
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371347
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586785
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8183
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06781
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3374
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635731
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96788
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74463
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302364
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.174391
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.828385
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.80928
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.550745
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.526388
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.764326
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.749822
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.736387
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.724005
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.628611
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.620169
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.612588
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.605864
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.59999
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.594963
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.590778
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.587434
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.584926
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.583253
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.582415
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.58241
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.583237
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370982
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586356
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817826
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06731
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336849
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637146
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969422
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706697
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246256
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.87917
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.858841
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.357315
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.332914
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.351697
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.21344
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.27549
Ó(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.33987
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.502928
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.654022
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.645542
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.637928
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.631172
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.625273
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.620223
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.61602
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.61266
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.610141
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.608461
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.607619
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.607615
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.608447
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37058
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585957
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817427
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066851
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336369
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638543
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970947
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667351
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.739666
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.768568
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.890152
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.153381
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.130012
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.339529
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.22381
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.28602
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.35054
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.689911
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.680515
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.671995
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.664345
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.657558
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.651632
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.646559
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.642336
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.638961
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.636431
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.634743
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.633897
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.633893
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.634729
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370241
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585581
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817002
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066403
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335915
Õ(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639931
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972477
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.561083
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.529274
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.640985
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927898
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.134124
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.118347
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.25494
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.23556
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.29794
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.36264
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.717554
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.708112
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.699551
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.691865
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.685046
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.67909
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.673993
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.66975
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.666359
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.663816
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.662121
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.661271
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.661266
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.662107
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369892
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585217
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816635
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065996
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336355
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641323
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973965
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.361676
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.411398
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.538107
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864375
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.3404
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.29412
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.2694
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.24869
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.31126
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.756711
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.74633
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.736841
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.728237
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.720512
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.713659
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.707673
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.702551
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.698287
È(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.694879
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.692323
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.690619
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.689766
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.689762
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.690607
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369633
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584895
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816307
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065646
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337624
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642697
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.20688
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.199278
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.298274
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3996
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801859
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25653
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.31019
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.28544
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.26321
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.32598
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.786696
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.776262
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.766725
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.758077
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.75031
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.743423
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.737406
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.732257
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.727971
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.724545
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.721978
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.720265
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.719408
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.719404
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.720253
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369326
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584593
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815951
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065306
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338842
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644056
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.137334
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.116711
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.224028
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343281
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740435
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22525
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.32787
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.30307
Ê(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.27993
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.34213
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.817869
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.807378
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.79779
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.789095
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.781289
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.774364
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.768315
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.763138
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.758829
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.755386
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.752805
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.751084
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.750221
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.750218
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.751073
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36909
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584351
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815663
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064979
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340093
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64541
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978467
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451239
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927489
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287817
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68001
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22769
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.34714
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.3223
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.29912
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.861722
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.850258
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.83971
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.830068
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.821326
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.813476
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.806512
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.80043
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.795226
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.790894
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.787431
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.784835
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.783105
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.782238
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.782235
(330.09, 7.38, 372.76) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.783095
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368844
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584083
