¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.99101
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53035
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905762
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317176
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76996
¶(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27066
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75626
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12445
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52054
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93341
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3691
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83978
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88192
(321.60, 7.26, 367.09) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.63643
(321.60, 7.26, 367.09) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.59925
(321.60, 7.26, 367.09) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.62372
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.95487
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.93628
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.9204
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.90721
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.89671
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.8889
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88376
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88129
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88149
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.83924
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063569
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314005
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584008
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875906
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192493
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5369
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912886
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325035
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778651
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28024
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72578
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09177
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48541
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90704
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34074
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80919
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9867
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68549
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.89889
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.87494
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.85373
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.83522
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.81941
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.80628
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.79583
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.78804
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.78291
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.78044
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.78062
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.73859
¤(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067954
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318725
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589103
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881429
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198468
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543389
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920036
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332871
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787262
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28984
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69604
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05988
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45112
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87291
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31334
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78528
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09249
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60475
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.80126
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.77743
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.75632
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.73789
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.72215
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.70908
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.69867
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6909
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68579
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68331
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68347
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6417
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072318
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323421
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594166
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886931
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204443
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549916
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92716
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340682
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795921
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29942
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66705
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02881
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41774
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83693
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28689
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87291
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1264
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63331
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.70735
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.68363
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.66261
®(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.64427
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6286
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.61558
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.6052
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59747
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59236
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.58988
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59003
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.54845
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07668
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328095
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599231
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892399
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210396
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556425
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934267
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348486
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804535
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30335
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63878
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99848
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38517
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80185
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25205
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94595
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04248
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.64335
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.61704
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59343
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.5725
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.55423
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.53863
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.52566
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.51532
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.50761
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.50251
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.50003
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.50016
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.45879
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081024
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332791
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604277
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897882
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216341
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562894
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94135
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356276
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81314
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27758
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61124
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.969
»(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35346
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76771
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23228
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87545
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95937
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.55644
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.53024
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.50673
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.48589
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.4677
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.45216
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.43924
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.42894
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.42125
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.41616
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.41368
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.4138
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.37261
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085345
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337452
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609297
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903311
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222254
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569344
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94841
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364035
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821689
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2525
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58443
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94028
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32262
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77966
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28973
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83365
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.87083
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.84958
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.83045
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.81343
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.40272
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.3846
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.36911
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.35624
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.34598
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.33831
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.33324
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.33075
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.33085
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.28985
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089668
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342097
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614333
®(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90876
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228155
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575766
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955446
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371771
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830235
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22807
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55832
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92694
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36128
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8334
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34644
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89299
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79575
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.79521
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.77243
(321.60, 7.26, 367.09) (347.26, 0.44, 383.37) (0.86, 0.87, 0.86) Tools 13.75178
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.3229
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.30485
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.28942
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.2766
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.26637
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.25872
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.25366
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.25117
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.25126
(321.60, 7.26, 367.09) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.21043
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093962
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346696
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619323
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914183
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23406
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582191
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962488
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37949
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838726
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20429
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56914
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97346
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41171
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88827
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40191
(321.60, 7.26, 367.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95366
(321.60, 7.26, 367.09) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 13.36975
