¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚!(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.9588
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.68788
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.43892
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77342
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22931
½ (336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12727
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31221
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.094326
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.334619
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.595665
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.880223
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.205612
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.569076
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.97418
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.451103
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.990219
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.642063
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.4213
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.39674
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.70348
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.46054
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77868
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17353
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.09172
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22591
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.092831
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.332996
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.593899
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.878755
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.208166
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.571904
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.981083
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.458885
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.001712
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.655323
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43798
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.41561
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.71718
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.47975
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78126
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11757
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05543
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16302
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.091234
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.331266
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.592015
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.880883
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.210511
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.574499
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.987661
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.466301
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.012705
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.668008
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45386
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.43335
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.72898
 (336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.49655
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78116
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06147
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.01843
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.09982
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.089538
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.329424
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.590011
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.88282
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.212646
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.576865
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.99391
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.473344
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.023186
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.680108
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.46893
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.44994
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.73886
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.51092
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77837
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00523
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.98073
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.03677
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.087739
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.327476
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.587887
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884565
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.214571
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.578995
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.999829
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.480016
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.033157
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.691621
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.48318
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.46537
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.75118
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.52282
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77292
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94887
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94234
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97386
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.88623
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.085843
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.325416
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.585781
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.886115
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.216282
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.58089
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.005411
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.48631
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.042607
Š (336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.702533
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.49659
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.47962
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.76393
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.53226
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76479
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89239
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90327
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91112
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.80178
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.083843
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.323249
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.58702
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887475
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.217781
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.582551
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.010656
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.492224
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.051538
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.712844
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.50917
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.49269
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.77497
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.53921
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.754
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.83582
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86354
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.8479
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.71997
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.081748
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.32097
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.588082
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888642
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.219067
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.586225
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.015564
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.497761
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.099857
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.929421
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.54562
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.50456
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.7843
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.54368
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73889
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77917
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.81969
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78446
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64246
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.07955
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.318589
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.588969
Æ(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.889616
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.220141
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.590301
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.070168
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014648
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637379
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38303
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2263
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.73075
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.79189
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.54565
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7193
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72244
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77412
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72124
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.56592
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.077253
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.316098
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.589678
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.890396
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.221001
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079493
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523853
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02141
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654408
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40285
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22633
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51095
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.79775
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.54513
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6974
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68472
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72809
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65826
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49036
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.074863
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.315506
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.590213
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.890982
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689655
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084602
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529552
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027773
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670783
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40245
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23853
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52028
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.25616
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.54212
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67322
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66016
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.68162
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59553
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41578
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.072374
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.315832
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.590569
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348864
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700055
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089363
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53491
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035548
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686535
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40114
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25364
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53911
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.89798
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.53585
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64643
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63422
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.63473
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.53304
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.34216
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.069787
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.315996
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037734
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358099
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710283
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099096
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539934
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048637
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690276
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39912
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26734
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55618
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12702
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.64272
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60947
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60695
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58741
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47081
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26952
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.067105
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756767
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046006
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367191
(336.75, 7.13, 311.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720265
