¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919347
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704948
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0409
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24354
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94774
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82402
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90026
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23341
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95539
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25376
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53899
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164527
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366441
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58305
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815966
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06704
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338511
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632832
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952959
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323912
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734707
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189562
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695949
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2705
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49718
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93228
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80739
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87581
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20583
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92701
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22864
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.52452
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163081
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364902
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581425
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814178
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065153
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336434
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630574
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950536
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317348
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72744
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181545
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686979
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25339
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95025
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04656
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79033
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85118
€(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1779
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.898
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20234
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.48962
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161694
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363422
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579813
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81249
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063301
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334451
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628423
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948177
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310828
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720261
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173552
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678051
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24293
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93107
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34453
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76949
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82638
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14963
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86837
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17487
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45586
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160387
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36199
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578286
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810831
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061537
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332515
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626323
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945877
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304342
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713064
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165586
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669188
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23298
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91142
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7223
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.859
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80142
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12103
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83814
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14623
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43288
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15907
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360616
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57678
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809237
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059818
”(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33069
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62433
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943707
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297876
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705927
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157648
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660343
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22303
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89174
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70577
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14662
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7763
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09211
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80732
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11645
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.40402
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157869
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35931
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575393
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807716
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058168
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328886
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622383
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941576
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291416
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698816
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149757
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651555
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21315
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87427
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68914
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57721
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75103
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06296
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77592
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08551
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37343
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156657
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358032
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574007
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806257
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056572
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327159
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620486
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939542
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287775
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691751
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14192
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642771
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20332
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85977
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67234
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61838
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04587
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0336
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74396
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05346
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3411
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155539
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356797
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572691
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804853
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055059
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325517
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61871
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937586
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285628
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684708
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134099
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634071
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19352
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84519
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65544
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59859
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4422
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00701
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71143
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02031
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30706
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154424
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355645
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571465
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803486
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053597
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323925
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616996
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935734
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283589
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677702
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126331
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625408
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18382
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83048
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63843
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57866
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72266
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02432
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67837
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9861
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.27833
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153393
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354533
™(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57025
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80219
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05221
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322425
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615369
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933941
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281646
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670713
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118607
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616762
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1764
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82307
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6213
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5586
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69909
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35295
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64478
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9509
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25673
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15238
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353464
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569106
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800977
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050897
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320998
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61381
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932251
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279791
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663788
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110905
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608179
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17109
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81703
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60405
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53839
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67509
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78729
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61067
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91477
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22662
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151456
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352426
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56802
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799775
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049615
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319604
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61231
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930625
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278053
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658588
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10327
˜(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59967
(439.22, 13.98, 280.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16575
